nb_visites,nb_views,nb_addtocarts,nb_transactions,nb_items_bought,sum_time_second,sum_time_minute,sum_time_hour,mean_time_tran_sec,mean_time_tran_minute,mean_time_tran_hour
7,3.0,2.0,2.0,2.0,5707615.333,95127.0,1585.45,2853807.6665,47563.0,792.72
83,66.0,10.0,5.0,7.0,5694407.541,94907.0,1581.78,1138881.5082,18981.0,316.36
424,401.0,13.0,9.0,10.0,5620322.482,93672.0,1561.2,624480.2757777778,10408.0,173.47
194,150.0,20.0,6.0,24.0,5465138.351,91086.0,1518.09,910856.3918333333,15181.0,253.02
650,627.0,13.0,9.0,10.0,5455566.797,90926.0,1515.44,606174.0885555556,10103.0,168.38
9,3.0,3.0,3.0,3.0,5445362.085,90756.0,1512.6,1815120.695,30252.0,504.2
1614,1490.0,84.0,17.0,40.0,5358732.999,89312.0,1488.54,315219.5881764706,5254.0,87.56
13,9.0,2.0,2.0,2.0,5357951.153,89299.0,1488.32,2678975.5765,44650.0,744.16
154,118.0,16.0,6.0,20.0,5298192.157,88303.0,1471.72,883032.0261666666,14717.0,245.29
125,118.0,4.0,3.0,3.0,5276111.146,87935.0,1465.59,1758703.7153333332,29312.0,488.53
125,120.0,3.0,2.0,2.0,5267794.844,87797.0,1463.28,2633897.422,43898.0,731.64
585,385.0,189.0,10.0,11.0,5266469.046,87774.0,1462.91,526646.9046,8777.0,146.29
119,87.0,16.0,3.0,16.0,5206230.647,86771.0,1446.18,1735410.2156666666,28924.0,482.06
84,78.0,2.0,3.0,4.0,5176611.08,86277.0,1437.95,1725537.0266666666,28759.0,479.32
1611,1231.0,207.0,137.0,173.0,5097525.932,84959.0,1415.98,37208.21848175183,620.0,10.34
10,6.0,2.0,2.0,2.0,5027611.93,83794.0,1396.56,2513805.965,41897.0,698.28
92,86.0,4.0,2.0,2.0,4983433.09,83057.0,1384.29,2491716.545,41529.0,692.14
42,19.0,13.0,2.0,10.0,4923668.5,82061.0,1367.69,2461834.25,41031.0,683.84
51,44.0,4.0,3.0,3.0,4840746.414,80679.0,1344.65,1613582.138,26893.0,448.22
38,15.0,10.0,3.0,13.0,4827181.772,80453.0,1340.88,1609060.5906666666,26818.0,446.96
101,69.0,22.0,3.0,10.0,4807101.987,80118.0,1335.31,1602367.329,26706.0,445.1
129,117.0,8.0,2.0,4.0,4675738.254,77929.0,1298.82,2337869.127,38964.0,649.41
12,6.0,3.0,2.0,3.0,4583722.88,76395.0,1273.26,2291861.44,38198.0,636.63
45,41.0,2.0,2.0,2.0,4558759.763,75979.0,1266.32,2279379.8815,37990.0,633.16
20,9.0,5.0,2.0,6.0,4501009.854,75017.0,1250.28,2250504.927,37508.0,625.14
16,11.0,3.0,2.0,2.0,4478341.712,74639.0,1243.98,2239170.856,37320.0,621.99
20,15.0,3.0,2.0,2.0,4326906.294,72115.0,1201.92,2163453.147,36058.0,600.96
44,38.0,3.0,3.0,3.0,4275027.516,71250.0,1187.51,1425009.172,23750.0,395.84
24,9.0,8.0,2.0,7.0,4238267.963,70638.0,1177.3,2119133.9815,35319.0,588.65
45,30.0,8.0,4.0,7.0,4235203.203,70587.0,1176.45,1058800.80075,17647.0,294.11
69,33.0,20.0,3.0,16.0,4221384.271,70356.0,1172.61,1407128.0903333332,23452.0,390.87
38,26.0,4.0,4.0,8.0,4205702.777,70095.0,1168.25,1051425.69425,17524.0,292.06
1883,1402.0,296.0,155.0,185.0,4171393.476,69523.0,1158.72,26912.215974193547,449.0,7.48
10,7.0,1.0,2.0,2.0,4162602.471,69377.0,1156.28,2081301.2355,34688.0,578.14
1461,1420.0,26.0,13.0,15.0,4150903.362,69182.0,1153.03,319300.25861538464,5322.0,88.69
32,29.0,1.0,2.0,2.0,4141521.77,69025.0,1150.42,2070760.885,34513.0,575.21
62,58.0,2.0,2.0,2.0,4081240.699,68021.0,1133.68,2040620.3495,34010.0,566.84
18,14.0,2.0,2.0,2.0,4063394.125,67723.0,1128.72,2031697.0625,33862.0,564.36
129,94.0,18.0,8.0,17.0,3966154.191,66103.0,1101.71,495769.273875,8263.0,137.71
31,24.0,4.0,2.0,3.0,3961295.921,66022.0,1100.36,1980647.9605,33011.0,550.18
3024,2304.0,371.0,278.0,349.0,3922122.19,65369.0,1089.48,14108.35320143885,235.0,3.92
73,67.0,4.0,2.0,2.0,3884138.386,64736.0,1078.93,1942069.193,32368.0,539.46
9,5.0,2.0,2.0,2.0,3823357.273,63723.0,1062.04,1911678.6365,31861.0,531.02
77,72.0,3.0,2.0,2.0,3820276.159,63671.0,1061.19,1910138.0795,31836.0,530.59
1663,1417.0,131.0,93.0,115.0,3812064.137,63534.0,1058.91,40989.93695698925,683.0,11.39
23,11.0,9.0,2.0,3.0,3804405.813,63407.0,1056.78,1902202.9065,31703.0,528.39
114,96.0,14.0,2.0,4.0,3791673.837,63195.0,1053.24,1895836.9185,31597.0,526.62
33,14.0,9.0,2.0,10.0,3766110.806,62769.0,1046.14,1883055.403,31384.0,523.07
55,41.0,6.0,4.0,8.0,3745374.799,62423.0,1040.38,936343.69975,15606.0,260.1
21,15.0,3.0,3.0,3.0,3728739.444,62146.0,1035.76,1242913.148,20715.0,345.25
68,59.0,5.0,4.0,4.0,3717226.189,61954.0,1032.56,929306.54725,15488.0,258.14
80,56.0,21.0,3.0,3.0,3709459.237,61824.0,1030.41,1236486.4123333334,20608.0,343.47
800,734.0,35.0,28.0,31.0,3706266.774,61771.0,1029.52,132366.6705,2206.0,36.77
29,25.0,2.0,2.0,2.0,3703429.989,61724.0,1028.73,1851714.9945,30862.0,514.37
812,691.0,61.0,45.0,60.0,3626867.708,60448.0,1007.46,80597.06017777778,1343.0,22.39
208,189.0,10.0,8.0,9.0,3523745.184,58729.0,978.82,440468.148,7341.0,122.35
49,45.0,2.0,2.0,2.0,3445687.093,57428.0,957.14,1722843.5465,28714.0,478.57
18,9.0,6.0,3.0,3.0,3433671.628,57228.0,953.8,1144557.2093333334,19076.0,317.93
21,12.0,4.0,3.0,5.0,3332288.832,55538.0,925.64,1110762.944,18513.0,308.55
40,31.0,5.0,2.0,4.0,3328262.807,55471.0,924.52,1664131.4035,27736.0,462.26
16,11.0,3.0,2.0,2.0,3239257.552,53988.0,899.79,1619628.776,26994.0,449.9
869,664.0,105.0,79.0,100.0,3207952.247,53466.0,891.1,40606.99046835443,677.0,11.28
31,18.0,7.0,4.0,6.0,3168794.494,52813.0,880.22,792198.6235,13203.0,220.06
9,3.0,3.0,3.0,3.0,3119430.706,51991.0,866.51,1039810.2353333333,17330.0,288.84
14,9.0,3.0,2.0,2.0,3052525.747,50875.0,847.92,1526262.8735,25438.0,423.96
60,38.0,11.0,4.0,11.0,3042710.934,50712.0,845.2,760677.7335,12678.0,211.3
8,5.0,1.0,2.0,2.0,3009205.007,50153.0,835.89,1504602.5035,25077.0,417.95
13,9.0,2.0,2.0,2.0,2963193.942,49387.0,823.11,1481596.971,24693.0,411.55
12,7.0,3.0,2.0,2.0,2949778.171,49163.0,819.38,1474889.0855,24581.0,409.69
108,94.0,11.0,2.0,3.0,2948050.722,49134.0,818.9,1474025.361,24567.0,409.45
85,27.0,34.0,4.0,24.0,2930303.568,48838.0,813.97,732575.892,12210.0,203.49
347,326.0,15.0,6.0,6.0,2924867.753,48748.0,812.46,487477.95883333334,8125.0,135.41
47,29.0,14.0,2.0,4.0,2870676.387,47845.0,797.41,1435338.1935,23922.0,398.71
53,19.0,18.0,4.0,16.0,2851142.846,47519.0,791.98,712785.7115,11880.0,198.0
14,10.0,2.0,2.0,2.0,2848977.423,47483.0,791.38,1424488.7115,23741.0,395.69
1698,1401.0,165.0,124.0,132.0,2769287.364,46155.0,769.25,22332.962612903226,372.0,6.2
13,9.0,2.0,2.0,2.0,2763176.094,46053.0,767.55,1381588.047,23026.0,383.77
97,84.0,8.0,4.0,5.0,2721898.637,45365.0,756.08,680474.65925,11341.0,189.02
30,25.0,2.0,2.0,3.0,2712586.18,45210.0,753.5,1356293.09,22605.0,376.75
2410,2194.0,124.0,81.0,92.0,2702204.37,45037.0,750.61,33360.54777777778,556.0,9.27
1822,1531.0,155.0,111.0,136.0,2697957.694,44966.0,749.43,24305.925171171173,405.0,6.75
24,20.0,2.0,2.0,2.0,2683712.982,44729.0,745.48,1341856.491,22364.0,372.74
25,21.0,2.0,2.0,2.0,2672399.017,44540.0,742.33,1336199.5085,22270.0,371.17
50,29.0,13.0,2.0,8.0,2660264.484,44338.0,738.96,1330132.242,22169.0,369.48
18,14.0,1.0,2.0,3.0,2638464.139,43974.0,732.91,1319232.0695,21987.0,366.45
1524,1276.0,136.0,92.0,112.0,2634968.855,43916.0,731.94,28640.96581521739,477.0,7.96
23,17.0,3.0,2.0,3.0,2616033.355,43601.0,726.68,1308016.6775,21800.0,363.34
10,5.0,3.0,2.0,2.0,2596421.076,43274.0,721.23,1298210.538,21637.0,360.61
22,13.0,5.0,3.0,4.0,2591842.511,43197.0,719.96,863947.5036666667,14399.0,239.99
10,4.0,3.0,2.0,3.0,2588084.218,43135.0,718.91,1294042.109,21567.0,359.46
7,3.0,2.0,2.0,2.0,2587930.743,43132.0,718.87,1293965.3715,21566.0,359.43
181,158.0,14.0,3.0,9.0,2586546.048,43109.0,718.49,862182.016,14370.0,239.5
23,11.0,6.0,3.0,6.0,2554517.28,42575.0,709.59,851505.7599999999,14192.0,236.53
736,602.0,78.0,47.0,56.0,2499653.542,41661.0,694.35,53184.11791489361,886.0,14.77
64,54.0,5.0,3.0,5.0,2471459.387,41191.0,686.52,823819.7956666667,13730.0,228.84
2252,2057.0,120.0,62.0,75.0,2419462.035,40324.0,672.07,39023.581209677424,650.0,10.84
5,1.0,1.0,2.0,3.0,2415949.38,40266.0,671.1,1207974.69,20133.0,335.55
16,12.0,2.0,2.0,2.0,2406697.536,40112.0,668.53,1203348.768,20056.0,334.26
18,14.0,2.0,2.0,2.0,2405091.123,40085.0,668.08,1202545.5615,20042.0,334.04
23,18.0,3.0,2.0,2.0,2390209.395,39837.0,663.95,1195104.6975,19918.0,331.97
19,15.0,2.0,2.0,2.0,2351940.303,39199.0,653.32,1175970.1515,19600.0,326.66
31,23.0,4.0,2.0,4.0,2350297.494,39172.0,652.86,1175148.747,19586.0,326.43
32,26.0,4.0,2.0,2.0,2327830.013,38797.0,646.62,1163915.0065,19399.0,323.31
9,5.0,2.0,2.0,2.0,2323268.785,38721.0,645.35,1161634.3925,19361.0,322.68
28,18.0,5.0,3.0,5.0,2319089.259,38651.0,644.19,773029.753,12884.0,214.73
40,10.0,17.0,2.0,13.0,2270104.711,37835.0,630.58,1135052.3555,18918.0,315.29
32,26.0,4.0,2.0,2.0,2252157.136,37536.0,625.6,1126078.568,18768.0,312.8
38,34.0,2.0,2.0,2.0,2242563.74,37376.0,622.93,1121281.87,18688.0,311.47
17,10.0,3.0,2.0,4.0,2236591.473,37277.0,621.28,1118295.7365,18638.0,310.64
278,269.0,5.0,4.0,4.0,2232065.038,37201.0,620.02,558016.2595,9300.0,155.0
1991,1573.0,230.0,148.0,188.0,2195086.776,36585.0,609.75,14831.667405405406,247.0,4.12
52,47.0,3.0,2.0,2.0,2177910.323,36299.0,604.98,1088955.1615,18149.0,302.49
12,7.0,1.0,3.0,4.0,2138880.004,35648.0,594.13,712960.0013333334,11883.0,198.04
102,70.0,26.0,2.0,6.0,2069239.739,34487.0,574.79,1034619.8695,17244.0,287.39
2345,2141.0,110.0,79.0,94.0,2068422.025,34474.0,574.56,26182.55727848101,436.0,7.27
75,46.0,16.0,3.0,13.0,2066278.011,34438.0,573.97,688759.3369999999,11479.0,191.32
142,135.0,4.0,3.0,3.0,2054737.914,34246.0,570.76,684912.638,11415.0,190.25
13,9.0,2.0,2.0,2.0,2027737.802,33796.0,563.26,1013868.901,16898.0,281.63
226,219.0,4.0,3.0,3.0,1998234.654,33304.0,555.07,666078.218,11101.0,185.02
153,129.0,21.0,3.0,3.0,1996015.06,33267.0,554.45,665338.3533333334,11089.0,184.82
22,14.0,3.0,3.0,5.0,1988187.816,33136.0,552.27,662729.272,11045.0,184.09
9,5.0,2.0,2.0,2.0,1954180.714,32570.0,542.83,977090.357,16285.0,271.41
8,4.0,2.0,2.0,2.0,1952006.553,32533.0,542.22,976003.2765,16267.0,271.11
410,245.0,98.0,42.0,67.0,1922105.056,32035.0,533.92,45764.4060952381,763.0,12.71
692,573.0,66.0,53.0,53.0,1912239.399,31871.0,531.18,36079.988660377356,601.0,10.02
47,32.0,10.0,3.0,5.0,1906602.072,31777.0,529.61,635534.024,10592.0,176.54
21,17.0,2.0,2.0,2.0,1896863.939,31614.0,526.91,948431.9695,15807.0,263.45
29,10.0,10.0,3.0,9.0,1833834.067,30564.0,509.4,611278.0223333334,10188.0,169.8
1661,1471.0,119.0,70.0,71.0,1821532.753,30359.0,505.98,26021.896471428572,434.0,7.23
74,59.0,12.0,3.0,3.0,1817337.582,30289.0,504.82,605779.194,10096.0,168.27
604,461.0,88.0,44.0,55.0,1811901.323,30198.0,503.31,41179.575522727275,686.0,11.44
873,746.0,67.0,56.0,60.0,1811335.276,30189.0,503.15,32345.272785714285,539.0,8.98
13,9.0,2.0,2.0,2.0,1810354.292,30173.0,502.88,905177.146,15086.0,251.44
32,28.0,2.0,2.0,2.0,1790156.332,29836.0,497.27,895078.166,14918.0,248.63
483,389.0,47.0,37.0,47.0,1752365.193,29206.0,486.77,47361.22143243243,789.0,13.16
96,90.0,2.0,2.0,4.0,1745747.4,29096.0,484.93,872873.7,14548.0,242.46
29,14.0,7.0,3.0,8.0,1713580.324,28560.0,475.99,571193.4413333334,9520.0,158.66
85,80.0,3.0,2.0,2.0,1712402.693,28540.0,475.67,856201.3465,14270.0,237.83
80,77.0,1.0,2.0,2.0,1706069.861,28434.0,473.91,853034.9305,14217.0,236.95
40,33.0,4.0,2.0,3.0,1697408.01,28290.0,471.5,848704.005,14145.0,235.75
63,51.0,9.0,2.0,3.0,1680803.142,28013.0,466.89,840401.571,14007.0,233.44
2246,1826.0,231.0,162.0,189.0,1653527.784,27559.0,459.31,10206.96162962963,170.0,2.84
33,23.0,6.0,2.0,4.0,1635538.604,27259.0,454.32,817769.302,13629.0,227.16
18,14.0,2.0,2.0,2.0,1633690.315,27228.0,453.8,816845.1575,13614.0,226.9
15,10.0,3.0,2.0,2.0,1632530.331,27209.0,453.48,816265.1655,13604.0,226.74
71,56.0,13.0,2.0,2.0,1571944.139,26199.0,436.65,785972.0695,13100.0,218.33
1411,1180.0,124.0,85.0,107.0,1567302.654,26122.0,435.36,18438.854752941177,307.0,5.12
443,427.0,9.0,7.0,7.0,1562500.157,26042.0,434.03,223214.30814285713,3720.0,62.0
11,7.0,2.0,2.0,2.0,1557005.067,25950.0,432.5,778502.5335,12975.0,216.25
11,7.0,2.0,2.0,2.0,1549935.671,25832.0,430.54,774967.8355,12916.0,215.27
1251,1023.0,127.0,82.0,101.0,1536107.037,25602.0,426.7,18733.012646341464,312.0,5.2
40,31.0,4.0,4.0,5.0,1525587.464,25426.0,423.77,381396.866,6357.0,105.94
10,4.0,3.0,3.0,3.0,1521220.769,25354.0,422.56,507073.5896666667,8451.0,140.85
862,729.0,69.0,56.0,64.0,1505146.194,25086.0,418.1,26877.610607142855,448.0,7.47
487,462.0,15.0,9.0,10.0,1477321.98,24622.0,410.37,164146.88666666666,2736.0,45.6
49,46.0,0.0,2.0,3.0,1460102.707,24335.0,405.58,730051.3535,12168.0,202.79
19,12.0,4.0,3.0,3.0,1458714.282,24312.0,405.2,486238.094,8104.0,135.07
25,21.0,2.0,2.0,2.0,1429955.045,23833.0,397.21,714977.5225,11916.0,198.6
28,21.0,4.0,3.0,3.0,1408684.086,23478.0,391.3,469561.36199999996,7826.0,130.43
20,6.0,6.0,3.0,8.0,1400714.802,23345.0,389.09,466904.93399999995,7782.0,129.7
1934,1720.0,124.0,79.0,90.0,1391010.732,23184.0,386.39,17607.730784810126,293.0,4.89
937,818.0,67.0,36.0,52.0,1384161.075,23069.0,384.49,38448.91875,641.0,10.68
11,7.0,2.0,2.0,2.0,1368079.674,22801.0,380.02,684039.837,11401.0,190.01
376,294.0,43.0,34.0,39.0,1358947.387,22649.0,377.49,39969.04079411765,666.0,11.1
9,4.0,3.0,2.0,2.0,1353364.558,22556.0,375.93,676682.279,11278.0,187.97
22,11.0,6.0,3.0,5.0,1314126.728,21902.0,365.04,438042.2426666666,7301.0,121.68
254,208.0,24.0,19.0,22.0,1307882.705,21798.0,363.3,68835.93184210527,1147.0,19.12
89,58.0,18.0,2.0,13.0,1306726.826,21779.0,362.98,653363.413,10889.0,181.49
7,3.0,2.0,2.0,2.0,1299874.443,21665.0,361.08,649937.2215,10832.0,180.54
732,636.0,52.0,34.0,44.0,1290742.619,21512.0,358.54,37963.01820588235,633.0,10.55
45,34.0,8.0,3.0,3.0,1289014.36,21484.0,358.06,429671.45333333337,7161.0,119.35
37,17.0,10.0,2.0,10.0,1283633.472,21394.0,356.56,641816.736,10697.0,178.28
1055,1028.0,17.0,8.0,10.0,1283402.593,21390.0,356.5,160425.324125,2674.0,44.56
12,8.0,2.0,2.0,2.0,1282596.594,21377.0,356.28,641298.297,10688.0,178.14
156,140.0,9.0,3.0,7.0,1282557.475,21376.0,356.27,427519.1583333334,7125.0,118.76
48,42.0,4.0,2.0,2.0,1274695.489,21245.0,354.08,637347.7445,10622.0,177.04
60,46.0,8.0,5.0,6.0,1269680.133,21161.0,352.69,253936.02659999998,4232.0,70.54
9,4.0,3.0,2.0,2.0,1256452.792,20941.0,349.01,628226.396,10470.0,174.51
51,47.0,2.0,2.0,2.0,1241544.964,20692.0,344.87,620772.482,10346.0,172.44
554,339.0,129.0,61.0,86.0,1238987.424,20650.0,344.16,20311.26924590164,339.0,5.64
26,19.0,4.0,2.0,3.0,1237339.155,20622.0,343.71,618669.5775,10311.0,171.85
14,8.0,3.0,2.0,3.0,1227384.548,20456.0,340.94,613692.274,10228.0,170.47
16,9.0,3.0,2.0,4.0,1221951.969,20366.0,339.43,610975.9845,10183.0,169.72
16,12.0,2.0,2.0,2.0,1210505.848,20175.0,336.25,605252.924,10088.0,168.13
13,9.0,2.0,2.0,2.0,1209546.174,20159.0,335.99,604773.087,10080.0,167.99
35,30.0,3.0,2.0,2.0,1179298.502,19655.0,327.58,589649.251,9827.0,163.79
76,72.0,2.0,2.0,2.0,1162643.91,19377.0,322.96,581321.955,9689.0,161.48
12,8.0,2.0,2.0,2.0,1161590.135,19360.0,322.66,580795.0675,9680.0,161.33
181,88.0,59.0,4.0,34.0,1153047.793,19217.0,320.29,288261.94825,4804.0,80.07
41,38.0,1.0,2.0,2.0,1151610.849,19194.0,319.89,575805.4245,9597.0,159.95
1017,662.0,210.0,104.0,145.0,1150721.683,19179.0,319.64,11064.631567307692,184.0,3.07
37,29.0,5.0,2.0,3.0,1136422.286,18940.0,315.67,568211.143,9470.0,157.84
23,16.0,4.0,2.0,3.0,1130601.914,18843.0,314.06,565300.957,9422.0,157.03
6,2.0,2.0,2.0,2.0,1130608.323,18843.0,314.06,565304.1615,9422.0,157.03
12,8.0,2.0,2.0,2.0,1124298.603,18738.0,312.31,562149.3015,9369.0,156.15
52,44.0,4.0,3.0,4.0,1124010.238,18734.0,312.23,374670.0793333333,6245.0,104.08
16,11.0,3.0,2.0,2.0,1123125.903,18719.0,311.98,561562.9515,9359.0,155.99
9,6.0,1.0,2.0,2.0,1121741.244,18696.0,311.59,560870.622,9348.0,155.8
16,11.0,2.0,3.0,3.0,1118434.345,18641.0,310.68,372811.4483333333,6214.0,103.56
13,8.0,3.0,2.0,2.0,1105094.826,18418.0,306.97,552547.413,9209.0,153.49
67,53.0,9.0,2.0,5.0,1056002.245,17600.0,293.33,528001.1225,8800.0,146.67
13,8.0,3.0,2.0,2.0,1055481.643,17591.0,293.19,527740.8215,8796.0,146.59
6,2.0,2.0,2.0,2.0,1051380.484,17523.0,292.05,525690.242,8762.0,146.03
19,15.0,2.0,2.0,2.0,1043441.631,17391.0,289.84,521720.8155,8695.0,144.92
61,56.0,3.0,2.0,2.0,1024429.501,17074.0,284.56,512214.7505,8537.0,142.28
423,333.0,52.0,33.0,38.0,1014735.213,16912.0,281.87,30749.551909090907,512.0,8.54
7,2.0,1.0,2.0,4.0,1009610.417,16827.0,280.45,504805.2085,8413.0,140.22
15,11.0,2.0,2.0,2.0,1003202.19,16720.0,278.67,501601.095,8360.0,139.33
11,5.0,3.0,3.0,3.0,975090.47,16252.0,270.86,325030.1566666667,5417.0,90.29
598,575.0,17.0,6.0,6.0,960448.02,16007.0,266.79,160074.67,2668.0,44.47
29,17.0,6.0,3.0,6.0,947466.2,15791.0,263.19,315822.06666666665,5264.0,87.73
64,53.0,7.0,2.0,4.0,947313.169,15789.0,263.14,473656.5845,7894.0,131.57
42,33.0,5.0,2.0,4.0,941884.14,15698.0,261.63,470942.07,7849.0,130.82
134,125.0,5.0,4.0,4.0,940357.107,15673.0,261.21,235089.27675,3918.0,65.3
45,39.0,3.0,2.0,3.0,935010.664,15584.0,259.73,467505.332,7792.0,129.86
21,8.0,7.0,3.0,6.0,930125.945,15502.0,258.37,310041.98166666663,5167.0,86.12
33,25.0,5.0,2.0,3.0,893497.474,14892.0,248.19,446748.737,7446.0,124.1
131,122.0,5.0,2.0,4.0,872863.384,14548.0,242.46,436431.692,7274.0,121.23
98,94.0,2.0,2.0,2.0,871084.225,14518.0,241.97,435542.1125,7259.0,120.98
36,29.0,4.0,3.0,3.0,866704.576,14445.0,240.75,288901.52533333335,4815.0,80.25
52,31.0,14.0,4.0,7.0,833500.017,13892.0,231.53,208375.00425,3473.0,57.88
19,16.0,1.0,2.0,2.0,828808.971,13813.0,230.22,414404.4855,6907.0,115.11
5,2.0,0.0,3.0,3.0,800316.103,13339.0,222.31,266772.0343333333,4446.0,74.1
13,9.0,2.0,2.0,2.0,795547.027,13259.0,220.99,397773.5135,6630.0,110.49
606,465.0,73.0,47.0,68.0,794221.579,13237.0,220.62,16898.331468085107,282.0,4.69
