timestamp,visitorid,event,itemid,transactionid,date,year,month,day,dayofweek,hour
1437123282702,625309,view,181149,,2015-07-17 10:54:42.702,2015,7,17,4,10
1440716383325,460198,addtocart,153909,,2015-08-28 00:59:43.325,2015,8,28,4,0
1440541153049,477852,view,392940,,2015-08-26 00:19:13.049,2015,8,26,2,0
1435118563597,857355,view,72802,,2015-06-24 06:02:43.597,2015,6,24,2,6
1437336142262,485300,view,285430,,2015-07-19 22:02:22.262,2015,7,19,6,22
1432953031093,280065,view,397204,,2015-05-30 04:30:31.093,2015,5,30,5,4
1439071711825,1253622,view,447654,,2015-08-09 00:08:31.825,2015,8,9,6,0
1438128234411,328497,view,134825,,2015-07-29 02:03:54.411,2015,7,29,2,2
1430768103005,76807,view,351044,,2015-05-04 21:35:03.005,2015,5,4,0,21
1434038836111,92574,addtocart,9629,,2015-06-11 18:07:16.111,2015,6,11,3,18
1434661259129,1015139,view,17137,,2015-06-18 23:00:59.129,2015,6,18,3,23
1441496471979,395568,view,338660,,2015-09-06 01:41:11.979,2015,9,6,6,1
1432769558169,404403,view,352230,,2015-05-28 01:32:38.169,2015,5,28,3,1
1440361976513,569553,view,48256,,2015-08-23 22:32:56.513,2015,8,23,6,22
1437251846307,107717,view,270487,,2015-07-18 22:37:26.307,2015,7,18,5,22
1431462037737,1320267,view,197852,,2015-05-12 22:20:37.737,2015,5,12,1,22
1442255892907,1200854,view,218746,,2015-09-14 20:38:12.907,2015,9,14,0,20
1437495984974,1312156,addtocart,55251,,2015-07-21 18:26:24.974,2015,7,21,1,18
1440091005380,568171,view,347369,,2015-08-20 19:16:45.380,2015,8,20,3,19
1441736688288,759447,view,24150,,2015-09-08 20:24:48.288,2015,9,8,1,20
1439863673480,1402509,view,234808,,2015-08-18 04:07:53.480,2015,8,18,1,4
1441774228687,1027719,view,287449,,2015-09-09 06:50:28.687,2015,9,9,2,6
1438397586660,596592,view,126365,,2015-08-01 04:53:06.660,2015,8,1,5,4
1439135191744,413706,view,51155,,2015-08-09 17:46:31.744,2015,8,9,6,17
1434841150669,816622,addtocart,207197,,2015-06-21 00:59:10.669,2015,6,21,6,0
1434577989998,349944,view,344527,,2015-06-17 23:53:09.998,2015,6,17,2,23
1434667865509,859035,view,419937,,2015-06-19 00:51:05.509,2015,6,19,4,0
1432098821640,772114,view,23357,,2015-05-20 07:13:41.640,2015,5,20,2,7
1432662784750,258714,view,86315,,2015-05-26 19:53:04.750,2015,5,26,1,19
1438617130345,1385073,view,29725,,2015-08-03 17:52:10.345,2015,8,3,0,17
1431237215820,1294586,view,105632,,2015-05-10 07:53:35.820,2015,5,10,6,7
1432340171280,554751,view,347244,,2015-05-23 02:16:11.280,2015,5,23,5,2
1436289680621,181157,view,271894,,2015-07-07 19:21:20.621,2015,7,7,1,19
1437245593286,657729,view,84149,,2015-07-18 20:53:13.286,2015,7,18,5,20
1434737025021,921432,view,163189,,2015-06-19 20:03:45.021,2015,6,19,4,20
1435610998221,132496,view,451938,,2015-06-29 22:49:58.221,2015,6,29,0,22
1441546370072,462098,view,358673,,2015-09-06 15:32:50.072,2015,9,6,6,15
1437772450694,169646,view,58935,,2015-07-24 23:14:10.694,2015,7,24,4,23
1431999905726,570,view,465470,,2015-05-19 03:45:05.726,2015,5,19,1,3
1434659615770,498362,view,228392,,2015-06-18 22:33:35.770,2015,6,18,3,22
1436243313899,901310,view,446454,,2015-07-07 06:28:33.899,2015,7,7,1,6
1432744600612,519382,view,337194,,2015-05-27 18:36:40.612,2015,5,27,2,18
1437909844298,1164862,view,48066,,2015-07-26 13:24:04.298,2015,7,26,6,13
1436852222572,1263511,view,404643,,2015-07-14 07:37:02.572,2015,7,14,1,7
1431461658930,1066430,view,51667,,2015-05-12 22:14:18.930,2015,5,12,1,22
1434753859720,95225,view,386859,,2015-06-20 00:44:19.720,2015,6,20,5,0
1435009147553,765630,transaction,394809,4462.0,2015-06-22 23:39:07.553,2015,6,22,0,23
1436930495289,120707,view,429180,,2015-07-15 05:21:35.289,2015,7,15,2,5
1438629642411,535599,view,63404,,2015-08-03 21:20:42.411,2015,8,3,0,21
1437083743279,401062,view,279402,,2015-07-16 23:55:43.279,2015,7,16,3,23
1431138474121,299878,view,32299,,2015-05-09 04:27:54.121,2015,5,9,5,4
1432243290959,159316,view,19572,,2015-05-21 23:21:30.959,2015,5,21,3,23
1432424083837,416902,view,418688,,2015-05-24 01:34:43.837,2015,5,24,6,1
1435963354629,861495,view,164498,,2015-07-04 00:42:34.629,2015,7,4,5,0
1432065296850,458772,view,280375,,2015-05-19 21:54:56.850,2015,5,19,1,21
1433875331057,748040,view,76617,,2015-06-09 20:42:11.057,2015,6,9,1,20
1441897540812,1243688,view,72941,,2015-09-10 17:05:40.812,2015,9,10,3,17
1436624859276,195713,view,362606,,2015-07-11 16:27:39.276,2015,7,11,5,16
1431641184073,570643,view,300314,,2015-05-15 00:06:24.073,2015,5,15,4,0
1434823898816,769831,view,243136,,2015-06-20 20:11:38.816,2015,6,20,5,20
1431564969273,520318,view,101845,,2015-05-14 02:56:09.273,2015,5,14,3,2
1438475498242,836138,view,288387,,2015-08-02 02:31:38.242,2015,8,2,6,2
1432907577597,714570,addtocart,19185,,2015-05-29 15:52:57.597,2015,5,29,4,15
1439229960268,347148,view,97257,,2015-08-10 20:06:00.268,2015,8,10,0,20
1441691646666,980855,view,48903,,2015-09-08 07:54:06.666,2015,9,8,1,7
1438126900570,932826,view,91105,,2015-07-29 01:41:40.570,2015,7,29,2,1
1436499444324,241713,view,44465,,2015-07-10 05:37:24.324,2015,7,10,4,5
1431468859181,245259,view,102306,,2015-05-13 00:14:19.181,2015,5,13,2,0
1432511733521,612877,view,412747,,2015-05-25 01:55:33.521,2015,5,25,0,1
1441767113129,1302800,view,195854,,2015-09-09 04:51:53.129,2015,9,9,2,4
1438907150351,642923,view,303960,,2015-08-07 02:25:50.351,2015,8,7,4,2
1441670159248,1143935,view,362574,,2015-09-08 01:55:59.248,2015,9,8,1,1
1431050303531,934274,view,49420,,2015-05-08 03:58:23.531,2015,5,8,4,3
1437174138093,1174978,view,374835,,2015-07-18 01:02:18.093,2015,7,18,5,1
1434393632852,198737,addtocart,385534,,2015-06-15 20:40:32.852,2015,6,15,0,20
1441998627239,1060942,view,369000,,2015-09-11 21:10:27.239,2015,9,11,4,21
1431802194867,414464,view,248552,,2015-05-16 20:49:54.867,2015,5,16,5,20
1439015644741,159797,view,384115,,2015-08-08 08:34:04.741,2015,8,8,5,8
1431902912756,743454,view,180588,,2015-05-18 00:48:32.756,2015,5,18,0,0
1436238396479,1008039,view,169229,,2015-07-07 05:06:36.479,2015,7,7,1,5
1442007747287,1206108,view,170074,,2015-09-11 23:42:27.287,2015,9,11,4,23
1436591004227,310200,view,214790,,2015-07-11 07:03:24.227,2015,7,11,5,7
1437605784290,773469,view,104537,,2015-07-23 00:56:24.290,2015,7,23,3,0
1431825843794,1318892,view,270144,,2015-05-17 03:24:03.794,2015,5,17,6,3
1438398349508,472958,view,453618,,2015-08-01 05:05:49.508,2015,8,1,5,5
1434471514017,347139,view,204038,,2015-06-16 18:18:34.017,2015,6,16,1,18
1431983796815,1109038,view,230055,,2015-05-18 23:16:36.815,2015,5,18,0,23
1433879324243,1034631,view,270289,,2015-06-09 21:48:44.243,2015,6,9,1,21
1432065482065,937463,transaction,260426,7448.0,2015-05-19 21:58:02.065,2015,5,19,1,21
1438467984651,829236,view,60500,,2015-08-02 00:26:24.651,2015,8,2,6,0
1434666903921,1312056,view,27216,,2015-06-19 00:35:03.921,2015,6,19,4,0
1435255387726,1150086,view,61292,,2015-06-25 20:03:07.726,2015,6,25,3,20
1436753274281,17067,view,354714,,2015-07-13 04:07:54.281,2015,7,13,0,4
1433287303370,705453,view,271326,,2015-06-03 01:21:43.370,2015,6,3,2,1
1430631453426,818131,view,302242,,2015-05-03 07:37:33.426,2015,5,3,6,7
1433042408399,905333,view,256695,,2015-05-31 05:20:08.399,2015,5,31,6,5
1433035717134,251992,view,293139,,2015-05-31 03:28:37.134,2015,5,31,6,3
1441418207131,16689,view,464980,,2015-09-05 03:56:47.131,2015,9,5,5,3
1439002126703,479518,view,252239,,2015-08-08 04:48:46.703,2015,8,8,5,4
1431641893498,1407397,view,111530,,2015-05-15 00:18:13.498,2015,5,15,4,0
1438175730571,435818,view,425899,,2015-07-29 15:15:30.571,2015,7,29,2,15
1436396575356,966667,view,252344,,2015-07-09 01:02:55.356,2015,7,9,3,1
1431640416984,590254,view,50357,,2015-05-14 23:53:36.984,2015,5,14,3,23
1439601327977,181226,view,116811,,2015-08-15 03:15:27.977,2015,8,15,5,3
1438041427528,28631,view,216044,,2015-07-28 01:57:07.528,2015,7,28,1,1
1432927367890,281285,view,303229,,2015-05-29 21:22:47.890,2015,5,29,4,21
1439933050825,1114168,view,80040,,2015-08-18 23:24:10.825,2015,8,18,1,23
1435537199430,995174,view,92178,,2015-06-29 02:19:59.430,2015,6,29,0,2
1434481260387,71350,view,66145,,2015-06-16 21:01:00.387,2015,6,16,1,21
1436058973462,1136870,view,276035,,2015-07-05 03:16:13.462,2015,7,5,6,3
1433710354925,1126552,view,130599,,2015-06-07 22:52:34.925,2015,6,7,6,22
1439407643333,1236353,view,46396,,2015-08-12 21:27:23.333,2015,8,12,2,21
1441473069953,696141,view,354023,,2015-09-05 19:11:09.953,2015,9,5,5,19
1434126333460,716510,view,95426,,2015-06-12 18:25:33.460,2015,6,12,4,18
1434565394036,867161,view,94442,,2015-06-17 20:23:14.036,2015,6,17,2,20
1433340653661,150792,view,154054,,2015-06-03 16:10:53.661,2015,6,3,2,16
1436691692142,805200,view,275079,,2015-07-12 11:01:32.142,2015,7,12,6,11
1436826066258,851696,view,32612,,2015-07-14 00:21:06.258,2015,7,14,1,0
1431291133580,702161,view,319886,,2015-05-10 22:52:13.580,2015,5,10,6,22
1436319990540,315316,view,256873,,2015-07-08 03:46:30.540,2015,7,8,2,3
1431916569836,270726,view,129637,,2015-05-18 04:36:09.836,2015,5,18,0,4
1435085495708,268916,view,256721,,2015-06-23 20:51:35.708,2015,6,23,1,20
1441690516479,436023,view,256665,,2015-09-08 07:35:16.479,2015,9,8,1,7
1435931633101,914479,view,367490,,2015-07-03 15:53:53.101,2015,7,3,4,15
1433890374607,1085647,view,466118,,2015-06-10 00:52:54.607,2015,6,10,2,0
1439834775078,1041441,view,132729,,2015-08-17 20:06:15.078,2015,8,17,0,20
1434915021860,554468,view,227880,,2015-06-21 21:30:21.860,2015,6,21,6,21
1439246290660,536982,view,438118,,2015-08-11 00:38:10.660,2015,8,11,1,0
1440602163141,283582,view,336891,,2015-08-26 17:16:03.141,2015,8,26,2,17
1431642620328,913004,view,338541,,2015-05-15 00:30:20.328,2015,5,15,4,0
1434472565716,1094077,view,238994,,2015-06-16 18:36:05.716,2015,6,16,1,18
1441094243446,1128087,view,194180,,2015-09-01 09:57:23.446,2015,9,1,1,9
1436596257894,515929,view,456915,,2015-07-11 08:30:57.894,2015,7,11,5,8
1433056059991,95545,view,364612,,2015-05-31 09:07:39.991,2015,5,31,6,9
1440535771732,221702,view,270532,,2015-08-25 22:49:31.732,2015,8,25,1,22
1435884634543,1170842,view,81221,,2015-07-03 02:50:34.543,2015,7,3,4,2
1436309979811,375593,view,101494,,2015-07-08 00:59:39.811,2015,7,8,2,0
1433579816838,528220,view,390591,,2015-06-06 10:36:56.838,2015,6,6,5,10
1434432659675,469528,view,63092,,2015-06-16 07:30:59.675,2015,6,16,1,7
1435253850321,261370,view,454896,,2015-06-25 19:37:30.321,2015,6,25,3,19
1436571646121,772882,view,206657,,2015-07-11 01:40:46.121,2015,7,11,5,1
1438881739914,688597,view,7943,,2015-08-06 19:22:19.914,2015,8,6,3,19
1441679939717,1394113,view,236786,,2015-09-08 04:38:59.717,2015,9,8,1,4
1436745014820,785054,view,407046,,2015-07-13 01:50:14.820,2015,7,13,0,1
1438212140159,770866,view,106350,,2015-07-30 01:22:20.159,2015,7,30,3,1
1437666813796,548104,view,384302,,2015-07-23 17:53:33.796,2015,7,23,3,17
1435952084665,1250303,view,358652,,2015-07-03 21:34:44.665,2015,7,3,4,21
1433459910617,964176,view,64872,,2015-06-05 01:18:30.617,2015,6,5,4,1
1433080948738,196134,view,260650,,2015-05-31 16:02:28.738,2015,5,31,6,16
1433982959061,147648,view,335041,,2015-06-11 02:35:59.061,2015,6,11,3,2
1438656084274,245682,view,300498,,2015-08-04 04:41:24.274,2015,8,4,1,4
1432871847413,270450,view,332247,,2015-05-29 05:57:27.413,2015,5,29,4,5
1436658274358,795539,view,240262,,2015-07-12 01:44:34.358,2015,7,12,6,1
1440196868449,412637,view,109001,,2015-08-22 00:41:08.449,2015,8,22,5,0
1440711362180,1250950,view,352471,,2015-08-27 23:36:02.180,2015,8,27,3,23
1440736059660,1059796,view,172063,,2015-08-28 06:27:39.660,2015,8,28,4,6
1436062916991,246452,view,192333,,2015-07-05 04:21:56.991,2015,7,5,6,4
1437190917185,103637,view,212734,,2015-07-18 05:41:57.185,2015,7,18,5,5
1440043916275,239436,view,235047,,2015-08-20 06:11:56.275,2015,8,20,3,6
1440405658171,218098,view,319602,,2015-08-24 10:40:58.171,2015,8,24,0,10
1438019138286,809501,view,287586,,2015-07-27 19:45:38.286,2015,7,27,0,19
1438713190384,945636,view,73297,,2015-08-04 20:33:10.384,2015,8,4,1,20
1430850585947,150304,view,245333,,2015-05-05 20:29:45.947,2015,5,5,1,20
1433791419965,520012,view,461024,,2015-06-08 21:23:39.965,2015,6,8,0,21
1434837443498,406046,view,78010,,2015-06-20 23:57:23.498,2015,6,20,5,23
1432744686617,895915,view,228180,,2015-05-27 18:38:06.617,2015,5,27,2,18
1435019267178,1160986,view,330588,,2015-06-23 02:27:47.178,2015,6,23,1,2
1438220947206,446413,view,105815,,2015-07-30 03:49:07.206,2015,7,30,3,3
1431152189908,1111141,view,408139,,2015-05-09 08:16:29.908,2015,5,9,5,8
1440948979977,687549,view,248840,,2015-08-30 17:36:19.977,2015,8,30,6,17
1432573941274,1377600,view,342530,,2015-05-25 19:12:21.274,2015,5,25,0,19
1436907678271,1335691,view,150373,,2015-07-14 23:01:18.271,2015,7,14,1,23
1441815548013,904426,view,79378,,2015-09-09 18:19:08.013,2015,9,9,2,18
1440562601731,243370,view,325524,,2015-08-26 06:16:41.731,2015,8,26,2,6
1438567073013,1272177,view,241782,,2015-08-03 03:57:53.013,2015,8,3,0,3
1442246529672,428185,view,27216,,2015-09-14 18:02:09.672,2015,9,14,0,18
1432742824556,474308,view,296989,,2015-05-27 18:07:04.556,2015,5,27,2,18
1440514792185,122186,view,48390,,2015-08-25 16:59:52.185,2015,8,25,1,16
1435009783211,1227627,view,213338,,2015-06-22 23:49:43.211,2015,6,22,0,23
1434841533058,1169882,view,345034,,2015-06-21 01:05:33.058,2015,6,21,6,1
1435092238194,735424,view,362447,,2015-06-23 22:43:58.194,2015,6,23,1,22
1435178633185,1138611,view,9199,,2015-06-24 22:43:53.185,2015,6,24,2,22
1441202136178,875380,view,335516,,2015-09-02 15:55:36.178,2015,9,2,2,15
1441528070617,1172722,view,74861,,2015-09-06 10:27:50.617,2015,9,6,6,10
1430921207848,556298,view,228418,,2015-05-06 16:06:47.848,2015,5,6,2,16
1437653723127,673910,view,184808,,2015-07-23 14:15:23.127,2015,7,23,3,14
1431823728348,1218288,addtocart,181527,,2015-05-17 02:48:48.348,2015,5,17,6,2
1439268715716,498237,view,443875,,2015-08-11 06:51:55.716,2015,8,11,1,6
1430959392872,563388,view,318333,,2015-05-07 02:43:12.872,2015,5,7,3,2
1434925646104,329243,view,282009,,2015-06-22 00:27:26.104,2015,6,22,0,0
1434778725677,484576,view,387176,,2015-06-20 07:38:45.677,2015,6,20,5,7
1434509715253,808848,view,428556,,2015-06-17 04:55:15.253,2015,6,17,2,4
1430805163949,1302410,view,94109,,2015-05-05 07:52:43.949,2015,5,5,1,7
1438106123328,317119,view,12217,,2015-07-28 19:55:23.328,2015,7,28,1,19
1432762928424,771787,view,179499,,2015-05-27 23:42:08.424,2015,5,27,2,23
1437597689410,737583,view,247601,,2015-07-22 22:41:29.410,2015,7,22,2,22
1433384324331,1151156,view,126642,,2015-06-04 04:18:44.331,2015,6,4,3,4
1437231699614,384393,view,129068,,2015-07-18 17:01:39.614,2015,7,18,5,17
1441458688844,575240,view,165996,,2015-09-05 15:11:28.844,2015,9,5,5,15
1434556754234,1341101,view,361103,,2015-06-17 17:59:14.234,2015,6,17,2,17
1431033986940,549949,view,96780,,2015-05-07 23:26:26.940,2015,5,7,3,23
1432084433407,380954,view,441719,,2015-05-20 03:13:53.407,2015,5,20,2,3
1436228385149,1322380,view,348160,,2015-07-07 02:19:45.149,2015,7,7,1,2
1438273816210,744550,view,280460,,2015-07-30 18:30:16.210,2015,7,30,3,18
1432365616156,707464,view,100172,,2015-05-23 09:20:16.156,2015,5,23,5,9
1438758391975,1064487,view,418279,,2015-08-05 09:06:31.975,2015,8,5,2,9
1436917576406,625167,view,390826,,2015-07-15 01:46:16.406,2015,7,15,2,1
1437845406093,1404405,view,439995,,2015-07-25 19:30:06.093,2015,7,25,5,19
1434293832957,1203822,view,232497,,2015-06-14 16:57:12.957,2015,6,14,6,16
1431016662412,484421,view,213876,,2015-05-07 18:37:42.412,2015,5,7,3,18
1436998853532,76113,view,243855,,2015-07-16 00:20:53.532,2015,7,16,3,0
1435448017080,89636,view,171771,,2015-06-28 01:33:37.080,2015,6,28,6,1
1439934092504,370393,view,229537,,2015-08-18 23:41:32.504,2015,8,18,1,23
1432308663092,383631,view,309821,,2015-05-22 17:31:03.092,2015,5,22,4,17
1441122359419,200496,view,126332,,2015-09-01 17:45:59.419,2015,9,1,1,17
1435541615982,903218,view,61303,,2015-06-29 03:33:35.982,2015,6,29,0,3
1435802368966,297715,view,269170,,2015-07-02 03:59:28.966,2015,7,2,3,3
1435618623450,371606,view,414654,,2015-06-30 00:57:03.450,2015,6,30,1,0
1437748116514,86908,view,142589,,2015-07-24 16:28:36.514,2015,7,24,4,16
1435095218997,613145,view,410279,,2015-06-23 23:33:38.997,2015,6,23,1,23
1435169078142,834762,view,200435,,2015-06-24 20:04:38.142,2015,6,24,2,20
1431972807048,1308326,view,29823,,2015-05-18 20:13:27.048,2015,5,18,0,20
1437887354676,771175,view,262211,,2015-07-26 07:09:14.676,2015,7,26,6,7
1434725997043,819774,view,270886,,2015-06-19 16:59:57.043,2015,6,19,4,16
1437684321246,856943,view,314420,,2015-07-23 22:45:21.246,2015,7,23,3,22
1439568447582,458125,view,152433,,2015-08-14 18:07:27.582,2015,8,14,4,18
1440640468824,236963,view,268755,,2015-08-27 03:54:28.824,2015,8,27,3,3
1433538901548,61548,view,144213,,2015-06-05 23:15:01.548,2015,6,5,4,23
1437516358429,345743,view,339089,,2015-07-22 00:05:58.429,2015,7,22,2,0
1433735878109,374772,view,208460,,2015-06-08 05:57:58.109,2015,6,8,0,5
1436995346934,302243,view,321850,,2015-07-15 23:22:26.934,2015,7,15,2,23
1436229628871,228075,view,370653,,2015-07-07 02:40:28.871,2015,7,7,1,2
1436703186951,1264781,view,123688,,2015-07-12 14:13:06.951,2015,7,12,6,14
1440737686696,625791,view,463351,,2015-08-28 06:54:46.696,2015,8,28,4,6
1435128396981,969827,view,33267,,2015-06-24 08:46:36.981,2015,6,24,2,8
1435805189198,1005851,view,413999,,2015-07-02 04:46:29.198,2015,7,2,3,4
1435181871354,948752,view,380527,,2015-06-24 23:37:51.354,2015,6,24,2,23
1439067581252,1055121,view,316351,,2015-08-08 22:59:41.252,2015,8,8,5,22
1432357898847,42492,view,227489,,2015-05-23 07:11:38.847,2015,5,23,5,7
1442163410516,1080032,view,374585,,2015-09-13 18:56:50.516,2015,9,13,6,18
1437951236876,1076349,view,137863,,2015-07-27 00:53:56.876,2015,7,27,0,0
1440803538722,765559,view,130709,,2015-08-29 01:12:18.722,2015,8,29,5,1
1433172533548,369898,view,303517,,2015-06-01 17:28:53.548,2015,6,1,0,17
1437879421993,613378,view,11131,,2015-07-26 04:57:01.993,2015,7,26,6,4
1440626220615,164460,view,130352,,2015-08-26 23:57:00.615,2015,8,26,2,23
1432585123175,766358,view,389135,,2015-05-25 22:18:43.175,2015,5,25,0,22
1432160428956,1014519,view,332159,,2015-05-21 00:20:28.956,2015,5,21,3,0
1434927083977,779995,view,249881,,2015-06-22 00:51:23.977,2015,6,22,0,0
1440179690869,600728,view,289232,,2015-08-21 19:54:50.869,2015,8,21,4,19
1433388919068,409636,view,238994,,2015-06-04 05:35:19.068,2015,6,4,3,5
1441726456819,1177366,view,175600,,2015-09-08 17:34:16.819,2015,9,8,1,17
1436069209963,1190900,view,227350,,2015-07-05 06:06:49.963,2015,7,5,6,6
1436460860617,349912,view,169811,,2015-07-09 18:54:20.617,2015,7,9,3,18
1438843845729,406054,view,245573,,2015-08-06 08:50:45.729,2015,8,6,3,8
1439272069231,491334,view,121699,,2015-08-11 07:47:49.231,2015,8,11,1,7
1435081016344,117929,view,446409,,2015-06-23 19:36:56.344,2015,6,23,1,19
1431989752285,1147759,view,139608,,2015-05-19 00:55:52.285,2015,5,19,1,0
1439305736107,237808,view,446321,,2015-08-11 17:08:56.107,2015,8,11,1,17
1432077573690,76757,view,116589,,2015-05-20 01:19:33.690,2015,5,20,2,1
1431583376581,1264358,view,385705,,2015-05-14 08:02:56.581,2015,5,14,3,8
1434294201040,242508,view,98061,,2015-06-14 17:03:21.040,2015,6,14,6,17
1434635323328,885139,view,416007,,2015-06-18 15:48:43.328,2015,6,18,3,15
1433522119604,939366,view,415062,,2015-06-05 18:35:19.604,2015,6,5,4,18
1432700892875,448516,view,97890,,2015-05-27 06:28:12.875,2015,5,27,2,6
1433961822359,268223,view,171257,,2015-06-10 20:43:42.359,2015,6,10,2,20
1438016878990,564210,view,371292,,2015-07-27 19:07:58.990,2015,7,27,0,19
1441352248553,992559,view,77890,,2015-09-04 09:37:28.553,2015,9,4,4,9
1432306063112,563777,view,387545,,2015-05-22 16:47:43.112,2015,5,22,4,16
1437698942963,250961,view,246196,,2015-07-24 02:49:02.963,2015,7,24,4,2
1440305172254,455143,view,221055,,2015-08-23 06:46:12.254,2015,8,23,6,6
1432139878904,926911,view,108984,,2015-05-20 18:37:58.904,2015,5,20,2,18
1437328856714,467595,view,332175,,2015-07-19 20:00:56.714,2015,7,19,6,20
1434850187200,930269,view,37554,,2015-06-21 03:29:47.200,2015,6,21,6,3
1439675938651,469946,view,233156,,2015-08-15 23:58:58.651,2015,8,15,5,23
1432276916084,152635,view,103236,,2015-05-22 08:41:56.084,2015,5,22,4,8
1433251597907,770544,view,175668,,2015-06-02 15:26:37.907,2015,6,2,1,15
1432865266842,168685,view,111530,,2015-05-29 04:07:46.842,2015,5,29,4,4
1432233329094,877374,view,246579,,2015-05-21 20:35:29.094,2015,5,21,3,20
1440785535479,873815,view,20043,,2015-08-28 20:12:15.479,2015,8,28,4,20
1435600648948,1310199,view,380511,,2015-06-29 19:57:28.948,2015,6,29,0,19
1437791795549,923581,view,290999,,2015-07-25 04:36:35.549,2015,7,25,5,4
1440762583989,290146,view,428232,,2015-08-28 13:49:43.989,2015,8,28,4,13
1438286043672,1271752,view,315734,,2015-07-30 21:54:03.672,2015,7,30,3,21
1440400414991,708399,view,242796,,2015-08-24 09:13:34.991,2015,8,24,0,9
1435375462532,837414,view,182283,,2015-06-27 05:24:22.532,2015,6,27,5,5
1439911577037,697780,view,100082,,2015-08-18 17:26:17.037,2015,8,18,1,17
1439926157870,983871,view,212333,,2015-08-18 21:29:17.870,2015,8,18,1,21
1436919070836,338825,view,174886,,2015-07-15 02:11:10.836,2015,7,15,2,2
1441494129731,512033,transaction,276821,11897.0,2015-09-06 01:02:09.731,2015,9,6,6,1
1438660762558,267639,view,183342,,2015-08-04 05:59:22.558,2015,8,4,1,5
1438574061038,57619,view,434105,,2015-08-03 05:54:21.038,2015,8,3,0,5
1437085932180,695952,view,222077,,2015-07-17 00:32:12.180,2015,7,17,4,0
