sum_time_second,sum_time_minute,sum_time_hour
485.746,8.0,0.13
3270.075,55.0,0.91
88.845,1.0,0.02
452.769,8.0,0.13
480.3,8.0,0.13
551.181,9.0,0.15
166.892,3.0,0.05
434.818,7.0,0.12
837.066,14.0,0.23
438.52,7.0,0.12
328.413,5.0,0.09
1149.238,19.0,0.32
0.0,0.0,0.0
507.553,8.0,0.14
905.191,15.0,0.25
285.798,5.0,0.08
1726.691,29.0,0.48
3574.27,60.0,0.99
0.0,0.0,0.0
2019.909,34.0,0.56
635.777,11.0,0.18
0.0,0.0,0.0
129.518,2.0,0.04
46.108,1.0,0.01
358.602,6.0,0.1
116.975,2.0,0.03
245.823,4.0,0.07
154.189,3.0,0.04
507.405,8.0,0.14
246.061,4.0,0.07
1532.967,26.0,0.43
2788.003,46.0,0.77
188.043,3.0,0.05
153.684,3.0,0.04
684.154,11.0,0.19
825.449,14.0,0.23
844.999,14.0,0.23
107.022,2.0,0.03
418.132,7.0,0.12
128.894,2.0,0.04
2020.496,34.0,0.56
570.773,10.0,0.16
0.0,0.0,0.0
466.54,8.0,0.13
519.568,9.0,0.14
3044.002,51.0,0.85
213.764,4.0,0.06
139.532,2.0,0.04
244.896,4.0,0.07
1985.21,33.0,0.55
784.982,13.0,0.22
136.289,2.0,0.04
347.224,6.0,0.1
239.065,4.0,0.07
645.792,11.0,0.18
175.708,3.0,0.05
879.958,15.0,0.24
340.479,6.0,0.09
199.313,3.0,0.06
133.386,2.0,0.04
1584.465,26.0,0.44
2578.088,43.0,0.72
349.096,6.0,0.1
434.845,7.0,0.12
134.838,2.0,0.04
174.328,3.0,0.05
153.201,3.0,0.04
341.615,6.0,0.09
274.728,5.0,0.08
2782.72,46.0,0.77
609.24,10.0,0.17
265.161,4.0,0.07
123.735,2.0,0.03
609.562,10.0,0.17
354.179,6.0,0.1
213.306,4.0,0.06
194.157,3.0,0.05
336.645,6.0,0.09
268.324,4.0,0.07
487.243,8.0,0.14
182.777,3.0,0.05
242.135,4.0,0.07
167.778,3.0,0.05
124.711,2.0,0.03
0.0,0.0,0.0
272.94,5.0,0.08
342.43,6.0,0.1
100.294,2.0,0.03
595.071,10.0,0.17
227.784,4.0,0.06
600.331,10.0,0.17
1076.971,18.0,0.3
2461.111,41.0,0.68
213.777,4.0,0.06
357.087,6.0,0.1
155.079,3.0,0.04
1960.742,33.0,0.54
1405.466,23.0,0.39
295.847,5.0,0.08
189.824,3.0,0.05
54.672,1.0,0.02
223.401,4.0,0.06
1208.212,20.0,0.34
698.183,12.0,0.19
371.805,6.0,0.1
270.654,5.0,0.08
224.048,4.0,0.06
255.932,4.0,0.07
311.375,5.0,0.09
811.313,14.0,0.23
577.078,10.0,0.16
841.885,14.0,0.23
461.615,8.0,0.13
255.395,4.0,0.07
260.47,4.0,0.07
1550.307,26.0,0.43
293.55,5.0,0.08
426.823,7.0,0.12
481.637,8.0,0.13
2886.804,48.0,0.8
231.972,4.0,0.06
375.424,6.0,0.1
683.27,11.0,0.19
2095.822,35.0,0.58
171.569,3.0,0.05
2471.995,41.0,0.69
1100.121,18.0,0.31
589.862,10.0,0.16
0.0,0.0,0.0
2032.666,34.0,0.56
45.922,1.0,0.01
191.407,3.0,0.05
126.996,2.0,0.04
2216.372,37.0,0.62
125.043,2.0,0.03
280.586,5.0,0.08
265.834,4.0,0.07
223.424,4.0,0.06
1495.904,25.0,0.42
941.762,16.0,0.26
613.394,10.0,0.17
1533.775,26.0,0.43
276.033,5.0,0.08
92.92,2.0,0.03
527.478,9.0,0.15
492.195,8.0,0.14
291.373,5.0,0.08
688.075,11.0,0.19
620.839,10.0,0.17
435.439,7.0,0.12
124.375,2.0,0.03
2134.338,36.0,0.59
231.612,4.0,0.06
115.409,2.0,0.03
328.022,5.0,0.09
942.332,16.0,0.26
570.849,10.0,0.16
177.5,3.0,0.05
225.344,4.0,0.06
1777.41,30.0,0.49
1819.615,30.0,0.51
780.638,13.0,0.22
394.838,7.0,0.11
150.794,3.0,0.04
461.117,8.0,0.13
198.937,3.0,0.06
178.76,3.0,0.05
518.534,9.0,0.14
139.4,2.0,0.04
192.128,3.0,0.05
375.352,6.0,0.1
156.326,3.0,0.04
1773.409,30.0,0.49
233.326,4.0,0.06
316.698,5.0,0.09
289.581,5.0,0.08
490.133,8.0,0.14
445.843,7.0,0.12
190.999,3.0,0.05
369.908,6.0,0.1
99.601,2.0,0.03
174.063,3.0,0.05
29.152,0.0,0.01
222.113,4.0,0.06
102.429,2.0,0.03
359.744,6.0,0.1
122.569,2.0,0.03
224.671,4.0,0.06
136.159,2.0,0.04
455.161,8.0,0.13
86.654,1.0,0.02
222.482,4.0,0.06
1011.468,17.0,0.28
391.701,7.0,0.11
452.593,8.0,0.13
377.456,6.0,0.1
474.011,8.0,0.13
1783.697,30.0,0.5
660.858,11.0,0.18
297.653,5.0,0.08
235.735,4.0,0.07
564.805,9.0,0.16
1575.778,26.0,0.44
709.748,12.0,0.2
316.071,5.0,0.09
395.023,7.0,0.11
189.63,3.0,0.05
181.992,3.0,0.05
151.592,3.0,0.04
62.943,1.0,0.02
203.057,3.0,0.06
88.11,1.0,0.02
295.384,5.0,0.08
368.431,6.0,0.1
0.0,0.0,0.0
464.978,8.0,0.13
753.673,13.0,0.21
342.947,6.0,0.1
1221.544,20.0,0.34
372.928,6.0,0.1
267.083,4.0,0.07
1737.448,29.0,0.48
200.098,3.0,0.06
131.706,2.0,0.04
94.924,2.0,0.03
240.87,4.0,0.07
161.497,3.0,0.04
414.438,7.0,0.12
250.777,4.0,0.07
69.862,1.0,0.02
760.593,13.0,0.21
310.646,5.0,0.09
2469.617,41.0,0.69
304.614,5.0,0.08
3110.978,52.0,0.86
444.89,7.0,0.12
412.21,7.0,0.11
383.642,6.0,0.11
42.131,1.0,0.01
121.444,2.0,0.03
156.011,3.0,0.04
237.229,4.0,0.07
398.026,7.0,0.11
489.671,8.0,0.14
41.827,1.0,0.01
2669.683,44.0,0.74
1145.342,19.0,0.32
110.948,2.0,0.03
1074.655,18.0,0.3
198.878,3.0,0.06
949.569,16.0,0.26
63.524,1.0,0.02
109.184,2.0,0.03
2362.596,39.0,0.66
1506.262,25.0,0.42
1220.686,20.0,0.34
172.449,3.0,0.05
526.898,9.0,0.15
750.952,13.0,0.21
196.193,3.0,0.05
244.664,4.0,0.07
61.458,1.0,0.02
392.127,7.0,0.11
208.76,3.0,0.06
308.23,5.0,0.09
349.962,6.0,0.1
733.089,12.0,0.2
1249.214,21.0,0.35
266.92,4.0,0.07
2549.971,42.0,0.71
126.342,2.0,0.04
2443.685,41.0,0.68
782.507,13.0,0.22
1257.852,21.0,0.35
683.22,11.0,0.19
188.376,3.0,0.05
329.777,5.0,0.09
182.794,3.0,0.05
122.164,2.0,0.03
445.195,7.0,0.12
209.349,3.0,0.06
201.092,3.0,0.06
1526.395,25.0,0.42
297.622,5.0,0.08
109.69,2.0,0.03
212.367,4.0,0.06
597.044,10.0,0.17
227.342,4.0,0.06
67.175,1.0,0.02
140.56,2.0,0.04
95.465,2.0,0.03
816.117,14.0,0.23
122.564,2.0,0.03
525.897,9.0,0.15
374.378,6.0,0.1
316.139,5.0,0.09
626.114,10.0,0.17
175.449,3.0,0.05
158.713,3.0,0.04
1067.204,18.0,0.3
371.369,6.0,0.1
143.852,2.0,0.04
575.256,10.0,0.16
735.935,12.0,0.2
184.152,3.0,0.05
155.194,3.0,0.04
265.609,4.0,0.07
1535.772,26.0,0.43
851.8,14.0,0.24
173.277,3.0,0.05
118.148,2.0,0.03
1618.046,27.0,0.45
117.905,2.0,0.03
298.017,5.0,0.08
18.959,0.0,0.01
1093.481,18.0,0.3
152.606,3.0,0.04
2027.87,34.0,0.56
97.017,2.0,0.03
216.511,4.0,0.06
1388.195,23.0,0.39
257.264,4.0,0.07
187.385,3.0,0.05
68.043,1.0,0.02
711.902,12.0,0.2
144.982,2.0,0.04
160.706,3.0,0.04
1376.509,23.0,0.38
263.109,4.0,0.07
570.529,10.0,0.16
568.867,9.0,0.16
171.466,3.0,0.05
951.158,16.0,0.26
275.24,5.0,0.08
436.91,7.0,0.12
715.515,12.0,0.2
168.303,3.0,0.05
515.5,9.0,0.14
422.713,7.0,0.12
1818.828,30.0,0.51
469.381,8.0,0.13
690.209,12.0,0.19
376.446,6.0,0.1
532.161,9.0,0.15
143.631,2.0,0.04
802.421,13.0,0.22
460.081,8.0,0.13
125.729,2.0,0.03
395.228,7.0,0.11
766.11,13.0,0.21
116.812,2.0,0.03
520.058,9.0,0.14
93.696,2.0,0.03
402.938,7.0,0.11
363.715,6.0,0.1
1266.246,21.0,0.35
167.102,3.0,0.05
94.309,2.0,0.03
1942.568,32.0,0.54
250.843,4.0,0.07
2582.441,43.0,0.72
221.186,4.0,0.06
1396.154,23.0,0.39
390.271,7.0,0.11
643.256,11.0,0.18
145.066,2.0,0.04
443.875,7.0,0.12
310.285,5.0,0.09
722.794,12.0,0.2
339.668,6.0,0.09
312.817,5.0,0.09
206.444,3.0,0.06
228.275,4.0,0.06
1128.23,19.0,0.31
3007.53,50.0,0.84
253.092,4.0,0.07
68.467,1.0,0.02
675.834,11.0,0.19
586.859,10.0,0.16
365.777,6.0,0.1
158.785,3.0,0.04
455.548,8.0,0.13
297.608,5.0,0.08
486.964,8.0,0.14
229.911,4.0,0.06
115.833,2.0,0.03
151.33,3.0,0.04
2815.929,47.0,0.78
40.629,1.0,0.01
0.0,0.0,0.0
230.912,4.0,0.06
2255.207,38.0,0.63
395.6,7.0,0.11
1420.745,24.0,0.39
1394.873,23.0,0.39
446.184,7.0,0.12
178.061,3.0,0.05
867.559,14.0,0.24
1509.307,25.0,0.42
150.529,3.0,0.04
1075.824,18.0,0.3
691.717,12.0,0.19
0.0,0.0,0.0
2544.19,42.0,0.71
462.341,8.0,0.13
162.193,3.0,0.05
273.269,5.0,0.08
524.025,9.0,0.15
110.189,2.0,0.03
202.37,3.0,0.06
1102.643,18.0,0.31
494.751,8.0,0.14
482.819,8.0,0.13
852.489,14.0,0.24
0.0,0.0,0.0
212.798,4.0,0.06
3181.83,53.0,0.88
312.245,5.0,0.09
255.786,4.0,0.07
321.283,5.0,0.09
1041.465,17.0,0.29
1528.974,25.0,0.42
233.745,4.0,0.06
268.349,4.0,0.07
329.379,5.0,0.09
338.54,6.0,0.09
1086.125,18.0,0.3
299.361,5.0,0.08
261.684,4.0,0.07
490.519,8.0,0.14
2697.862,45.0,0.75
514.467,9.0,0.14
235.472,4.0,0.07
343.719,6.0,0.1
106.137,2.0,0.03
205.902,3.0,0.06
123.436,2.0,0.03
692.495,12.0,0.19
1928.237,32.0,0.54
542.426,9.0,0.15
89.095,1.0,0.02
163.501,3.0,0.05
143.239,2.0,0.04
146.435,2.0,0.04
317.445,5.0,0.09
564.588,9.0,0.16
1146.041,19.0,0.32
62.711,1.0,0.02
121.852,2.0,0.03
490.966,8.0,0.14
633.697,11.0,0.18
746.037,12.0,0.21
134.433,2.0,0.04
1674.286,28.0,0.47
0.0,0.0,0.0
170.338,3.0,0.05
70.305,1.0,0.02
1529.982,25.0,0.42
115.725,2.0,0.03
194.444,3.0,0.05
519.316,9.0,0.14
179.689,3.0,0.05
1839.647,31.0,0.51
1919.106,32.0,0.53
91.419,2.0,0.03
471.555,8.0,0.13
2265.754,38.0,0.63
215.958,4.0,0.06
791.963,13.0,0.22
211.99,4.0,0.06
734.232,12.0,0.2
3033.21,51.0,0.84
142.93,2.0,0.04
341.542,6.0,0.09
86.719,1.0,0.02
167.563,3.0,0.05
0.0,0.0,0.0
192.303,3.0,0.05
1253.608,21.0,0.35
599.2,10.0,0.17
635.206,11.0,0.18
1431.762,24.0,0.4
343.067,6.0,0.1
511.752,9.0,0.14
0.0,0.0,0.0
1564.14,26.0,0.43
470.607,8.0,0.13
257.588,4.0,0.07
1011.885,17.0,0.28
3078.195,51.0,0.86
72.853,1.0,0.02
2408.364,40.0,0.67
628.544,10.0,0.17
0.0,0.0,0.0
326.229,5.0,0.09
1112.224,19.0,0.31
99.132,2.0,0.03
0.0,0.0,0.0
2003.684,33.0,0.56
410.348,7.0,0.11
171.017,3.0,0.05
2383.486,40.0,0.66
179.141,3.0,0.05
805.681,13.0,0.22
602.369,10.0,0.17
378.787,6.0,0.11
339.538,6.0,0.09
67.595,1.0,0.02
678.678,11.0,0.19
173.228,3.0,0.05
1874.152,31.0,0.52
315.856,5.0,0.09
142.628,2.0,0.04
1059.936,18.0,0.29
317.578,5.0,0.09
261.091,4.0,0.07
661.653,11.0,0.18
1088.335,18.0,0.3
164.796,3.0,0.05
425.375,7.0,0.12
341.851,6.0,0.09
384.102,6.0,0.11
2570.401,43.0,0.71
359.712,6.0,0.1
100.374,2.0,0.03
418.917,7.0,0.12
2874.414,48.0,0.8
173.977,3.0,0.05
885.124,15.0,0.25
122.966,2.0,0.03
191.12,3.0,0.05
227.954,4.0,0.06
309.722,5.0,0.09
166.668,3.0,0.05
233.722,4.0,0.06
111.656,2.0,0.03
230.682,4.0,0.06
781.769,13.0,0.22
145.98,2.0,0.04
377.252,6.0,0.1
1006.182,17.0,0.28
495.84,8.0,0.14
124.428,2.0,0.03
1868.641,31.0,0.52
182.312,3.0,0.05
398.587,7.0,0.11
123.393,2.0,0.03
57.999,1.0,0.02
655.724,11.0,0.18
873.779,15.0,0.24
454.873,8.0,0.13
433.645,7.0,0.12
1476.782,25.0,0.41
978.416,16.0,0.27
1033.479,17.0,0.29
182.098,3.0,0.05
786.633,13.0,0.22
1079.976,18.0,0.3
218.625,4.0,0.06
199.552,3.0,0.06
225.839,4.0,0.06
90.185,2.0,0.03
660.497,11.0,0.18
2136.114,36.0,0.59
433.378,7.0,0.12
341.956,6.0,0.09
441.385,7.0,0.12
1531.42,26.0,0.43
162.508,3.0,0.05
245.081,4.0,0.07
169.346,3.0,0.05
