sum_time_second,sum_time_minute,sum_time_hour
255.395,4.0,0.07
260.47,4.0,0.07
293.55,5.0,0.08
426.823,7.0,0.12
481.637,8.0,0.13
231.972,4.0,0.06
375.424,6.0,0.1
171.569,3.0,0.05
589.862,10.0,0.16
0.0,0.0,0.0
45.922,1.0,0.01
191.407,3.0,0.05
126.996,2.0,0.04
125.043,2.0,0.03
280.586,5.0,0.08
265.834,4.0,0.07
223.424,4.0,0.06
613.394,10.0,0.17
276.033,5.0,0.08
92.92,2.0,0.03
527.478,9.0,0.15
492.195,8.0,0.14
291.373,5.0,0.08
620.839,10.0,0.17
435.439,7.0,0.12
124.375,2.0,0.03
231.612,4.0,0.06
115.409,2.0,0.03
328.022,5.0,0.09
570.849,10.0,0.16
177.5,3.0,0.05
225.344,4.0,0.06
394.838,7.0,0.11
150.794,3.0,0.04
461.117,8.0,0.13
198.937,3.0,0.06
178.76,3.0,0.05
518.534,9.0,0.14
139.4,2.0,0.04
192.128,3.0,0.05
375.352,6.0,0.1
156.326,3.0,0.04
233.326,4.0,0.06
316.698,5.0,0.09
289.581,5.0,0.08
490.133,8.0,0.14
445.843,7.0,0.12
190.999,3.0,0.05
369.908,6.0,0.1
99.601,2.0,0.03
174.063,3.0,0.05
29.152,0.0,0.01
222.113,4.0,0.06
102.429,2.0,0.03
359.744,6.0,0.1
122.569,2.0,0.03
224.671,4.0,0.06
136.159,2.0,0.04
455.161,8.0,0.13
86.654,1.0,0.02
222.482,4.0,0.06
391.701,7.0,0.11
452.593,8.0,0.13
377.456,6.0,0.1
474.011,8.0,0.13
297.653,5.0,0.08
235.735,4.0,0.07
564.805,9.0,0.16
316.071,5.0,0.09
395.023,7.0,0.11
189.63,3.0,0.05
181.992,3.0,0.05
151.592,3.0,0.04
62.943,1.0,0.02
203.057,3.0,0.06
88.11,1.0,0.02
295.384,5.0,0.08
368.431,6.0,0.1
0.0,0.0,0.0
464.978,8.0,0.13
342.947,6.0,0.1
372.928,6.0,0.1
267.083,4.0,0.07
200.098,3.0,0.06
131.706,2.0,0.04
94.924,2.0,0.03
240.87,4.0,0.07
161.497,3.0,0.04
414.438,7.0,0.12
250.777,4.0,0.07
69.862,1.0,0.02
310.646,5.0,0.09
304.614,5.0,0.08
444.89,7.0,0.12
412.21,7.0,0.11
383.642,6.0,0.11
42.131,1.0,0.01
121.444,2.0,0.03
156.011,3.0,0.04
237.229,4.0,0.07
398.026,7.0,0.11
489.671,8.0,0.14
41.827,1.0,0.01
110.948,2.0,0.03
198.878,3.0,0.06
63.524,1.0,0.02
109.184,2.0,0.03
172.449,3.0,0.05
526.898,9.0,0.15
196.193,3.0,0.05
244.664,4.0,0.07
61.458,1.0,0.02
392.127,7.0,0.11
208.76,3.0,0.06
308.23,5.0,0.09
349.962,6.0,0.1
266.92,4.0,0.07
126.342,2.0,0.04
188.376,3.0,0.05
329.777,5.0,0.09
182.794,3.0,0.05
122.164,2.0,0.03
445.195,7.0,0.12
209.349,3.0,0.06
201.092,3.0,0.06
297.622,5.0,0.08
109.69,2.0,0.03
212.367,4.0,0.06
597.044,10.0,0.17
227.342,4.0,0.06
67.175,1.0,0.02
140.56,2.0,0.04
95.465,2.0,0.03
122.564,2.0,0.03
525.897,9.0,0.15
374.378,6.0,0.1
316.139,5.0,0.09
626.114,10.0,0.17
175.449,3.0,0.05
158.713,3.0,0.04
371.369,6.0,0.1
143.852,2.0,0.04
575.256,10.0,0.16
184.152,3.0,0.05
155.194,3.0,0.04
265.609,4.0,0.07
173.277,3.0,0.05
118.148,2.0,0.03
117.905,2.0,0.03
298.017,5.0,0.08
18.959,0.0,0.01
152.606,3.0,0.04
97.017,2.0,0.03
216.511,4.0,0.06
257.264,4.0,0.07
187.385,3.0,0.05
68.043,1.0,0.02
144.982,2.0,0.04
160.706,3.0,0.04
263.109,4.0,0.07
570.529,10.0,0.16
568.867,9.0,0.16
171.466,3.0,0.05
275.24,5.0,0.08
436.91,7.0,0.12
168.303,3.0,0.05
515.5,9.0,0.14
422.713,7.0,0.12
469.381,8.0,0.13
376.446,6.0,0.1
532.161,9.0,0.15
143.631,2.0,0.04
460.081,8.0,0.13
125.729,2.0,0.03
395.228,7.0,0.11
116.812,2.0,0.03
520.058,9.0,0.14
93.696,2.0,0.03
402.938,7.0,0.11
363.715,6.0,0.1
167.102,3.0,0.05
94.309,2.0,0.03
250.843,4.0,0.07
221.186,4.0,0.06
390.271,7.0,0.11
145.066,2.0,0.04
443.875,7.0,0.12
310.285,5.0,0.09
339.668,6.0,0.09
312.817,5.0,0.09
206.444,3.0,0.06
228.275,4.0,0.06
253.092,4.0,0.07
68.467,1.0,0.02
586.859,10.0,0.16
365.777,6.0,0.1
158.785,3.0,0.04
455.548,8.0,0.13
297.608,5.0,0.08
486.964,8.0,0.14
229.911,4.0,0.06
115.833,2.0,0.03
151.33,3.0,0.04
40.629,1.0,0.01
0.0,0.0,0.0
230.912,4.0,0.06
395.6,7.0,0.11
446.184,7.0,0.12
178.061,3.0,0.05
150.529,3.0,0.04
0.0,0.0,0.0
462.341,8.0,0.13
162.193,3.0,0.05
273.269,5.0,0.08
524.025,9.0,0.15
110.189,2.0,0.03
202.37,3.0,0.06
494.751,8.0,0.14
482.819,8.0,0.13
0.0,0.0,0.0
212.798,4.0,0.06
312.245,5.0,0.09
255.786,4.0,0.07
321.283,5.0,0.09
233.745,4.0,0.06
268.349,4.0,0.07
329.379,5.0,0.09
338.54,6.0,0.09
299.361,5.0,0.08
261.684,4.0,0.07
490.519,8.0,0.14
514.467,9.0,0.14
235.472,4.0,0.07
343.719,6.0,0.1
106.137,2.0,0.03
205.902,3.0,0.06
123.436,2.0,0.03
542.426,9.0,0.15
89.095,1.0,0.02
163.501,3.0,0.05
143.239,2.0,0.04
146.435,2.0,0.04
317.445,5.0,0.09
564.588,9.0,0.16
62.711,1.0,0.02
121.852,2.0,0.03
490.966,8.0,0.14
134.433,2.0,0.04
0.0,0.0,0.0
170.338,3.0,0.05
70.305,1.0,0.02
115.725,2.0,0.03
194.444,3.0,0.05
519.316,9.0,0.14
179.689,3.0,0.05
91.419,2.0,0.03
471.555,8.0,0.13
215.958,4.0,0.06
211.99,4.0,0.06
142.93,2.0,0.04
341.542,6.0,0.09
86.719,1.0,0.02
167.563,3.0,0.05
0.0,0.0,0.0
192.303,3.0,0.05
599.2,10.0,0.17
343.067,6.0,0.1
511.752,9.0,0.14
0.0,0.0,0.0
470.607,8.0,0.13
257.588,4.0,0.07
72.853,1.0,0.02
628.544,10.0,0.17
0.0,0.0,0.0
326.229,5.0,0.09
99.132,2.0,0.03
0.0,0.0,0.0
410.348,7.0,0.11
171.017,3.0,0.05
179.141,3.0,0.05
602.369,10.0,0.17
378.787,6.0,0.11
339.538,6.0,0.09
67.595,1.0,0.02
173.228,3.0,0.05
315.856,5.0,0.09
142.628,2.0,0.04
317.578,5.0,0.09
261.091,4.0,0.07
164.796,3.0,0.05
425.375,7.0,0.12
341.851,6.0,0.09
384.102,6.0,0.11
359.712,6.0,0.1
100.374,2.0,0.03
418.917,7.0,0.12
173.977,3.0,0.05
122.966,2.0,0.03
191.12,3.0,0.05
227.954,4.0,0.06
309.722,5.0,0.09
166.668,3.0,0.05
233.722,4.0,0.06
111.656,2.0,0.03
230.682,4.0,0.06
145.98,2.0,0.04
377.252,6.0,0.1
495.84,8.0,0.14
124.428,2.0,0.03
182.312,3.0,0.05
398.587,7.0,0.11
123.393,2.0,0.03
57.999,1.0,0.02
454.873,8.0,0.13
433.645,7.0,0.12
182.098,3.0,0.05
218.625,4.0,0.06
199.552,3.0,0.06
225.839,4.0,0.06
90.185,2.0,0.03
433.378,7.0,0.12
341.956,6.0,0.09
441.385,7.0,0.12
162.508,3.0,0.05
245.081,4.0,0.07
169.346,3.0,0.05
