nb_visites,nb_views,nb_addtocarts,nb_transactions,cat_top_vus,cat_top_mis_panier,cat_top_vendus
46,41.0,4.0,1.0,0,0,0
119,111.0,6.0,2.0,0,0,0
140,133.0,4.0,3.0,0,0,0
121,108.0,7.0,6.0,0,0,1
26,24.0,1.0,1.0,0,0,0
72,63.0,6.0,3.0,0,0,0
187,180.0,6.0,1.0,0,0,0
21,19.0,1.0,1.0,0,0,0
47,40.0,6.0,1.0,0,0,0
161,160.0,0.0,1.0,0,0,0
45,43.0,1.0,1.0,0,0,0
12,7.0,4.0,1.0,0,0,0
11,6.0,3.0,2.0,0,0,0
44,42.0,1.0,1.0,0,0,0
248,240.0,7.0,1.0,0,0,0
126,114.0,10.0,2.0,0,0,0
30,25.0,3.0,2.0,0,0,0
38,28.0,6.0,4.0,0,0,0
37,34.0,2.0,1.0,0,0,0
72,65.0,5.0,2.0,0,0,0
14,10.0,2.0,2.0,0,0,0
84,79.0,4.0,1.0,0,0,0
39,37.0,1.0,1.0,0,0,0
10,8.0,1.0,1.0,0,0,0
109,102.0,6.0,1.0,0,0,0
71,66.0,4.0,1.0,0,0,0
30,27.0,2.0,1.0,0,0,0
20,18.0,1.0,1.0,0,0,0
79,73.0,4.0,2.0,0,0,0
172,167.0,4.0,1.0,0,0,0
510,482.0,22.0,6.0,1,1,1
77,68.0,5.0,4.0,0,0,0
27,23.0,2.0,2.0,0,0,0
95,92.0,2.0,1.0,0,0,0
99,94.0,3.0,2.0,0,0,0
20,16.0,3.0,1.0,0,0,0
21,20.0,0.0,1.0,0,0,0
46,39.0,4.0,3.0,0,0,0
676,645.0,22.0,9.0,1,1,1
180,158.0,19.0,3.0,0,1,0
54,47.0,5.0,2.0,0,0,0
260,238.0,17.0,5.0,0,1,0
21,19.0,1.0,1.0,0,0,0
13,11.0,1.0,1.0,0,0,0
182,179.0,2.0,1.0,0,0,0
98,93.0,4.0,1.0,0,0,0
12,9.0,2.0,1.0,0,0,0
22,19.0,2.0,1.0,0,0,0
85,81.0,3.0,1.0,0,0,0
155,150.0,4.0,1.0,0,0,0
88,81.0,6.0,1.0,0,0,0
62,58.0,3.0,1.0,0,0,0
14,10.0,3.0,1.0,0,0,0
15,12.0,2.0,1.0,0,0,0
75,70.0,3.0,2.0,0,0,0
7,6.0,0.0,1.0,0,0,0
6,4.0,1.0,1.0,0,0,0
12,10.0,1.0,1.0,0,0,0
51,47.0,3.0,1.0,0,0,0
58,55.0,1.0,2.0,0,0,0
170,160.0,6.0,4.0,0,0,0
18,13.0,3.0,2.0,0,0,0
34,32.0,1.0,1.0,0,0,0
794,746.0,36.0,12.0,1,1,1
59,56.0,2.0,1.0,0,0,0
107,98.0,8.0,1.0,0,0,0
77,73.0,3.0,1.0,0,0,0
9,7.0,1.0,1.0,0,0,0
9,7.0,1.0,1.0,0,0,0
106,103.0,2.0,1.0,0,0,0
36,33.0,2.0,1.0,0,0,0
15,12.0,2.0,1.0,0,0,0
53,51.0,1.0,1.0,0,0,0
61,50.0,7.0,4.0,0,0,0
60,52.0,6.0,2.0,0,0,0
26,22.0,2.0,2.0,0,0,0
24,20.0,2.0,2.0,0,0,0
130,108.0,13.0,9.0,0,0,1
15,7.0,6.0,2.0,0,0,0
19,17.0,1.0,1.0,0,0,0
31,22.0,6.0,3.0,0,0,0
18,16.0,1.0,1.0,0,0,0
228,219.0,6.0,3.0,0,0,0
59,57.0,1.0,1.0,0,0,0
53,49.0,3.0,1.0,0,0,0
15,13.0,1.0,1.0,0,0,0
39,36.0,2.0,1.0,0,0,0
106,102.0,3.0,1.0,0,0,0
163,158.0,3.0,2.0,0,0,0
30,25.0,3.0,2.0,0,0,0
88,85.0,2.0,1.0,0,0,0
28,27.0,0.0,1.0,0,0,0
604,590.0,13.0,1.0,1,0,0
65,60.0,4.0,1.0,0,0,0
26,23.0,2.0,1.0,0,0,0
21,19.0,1.0,1.0,0,0,0
17,15.0,1.0,1.0,0,0,0
10,8.0,1.0,1.0,0,0,0
58,53.0,4.0,1.0,0,0,0
47,45.0,1.0,1.0,0,0,0
8,6.0,1.0,1.0,0,0,0
134,125.0,8.0,1.0,0,0,0
245,230.0,13.0,2.0,0,0,0
73,69.0,2.0,2.0,0,0,0
135,133.0,1.0,1.0,0,0,0
22,20.0,1.0,1.0,0,0,0
115,113.0,1.0,1.0,0,0,0
29,26.0,2.0,1.0,0,0,0
6,5.0,0.0,1.0,0,0,0
95,84.0,8.0,3.0,0,0,0
11,9.0,1.0,1.0,0,0,0
13,9.0,2.0,2.0,0,0,0
122,102.0,14.0,6.0,0,1,1
323,307.0,13.0,3.0,1,0,0
83,77.0,5.0,1.0,0,0,0
24,21.0,2.0,1.0,0,0,0
52,44.0,6.0,2.0,0,0,0
37,31.0,5.0,1.0,0,0,0
40,37.0,2.0,1.0,0,0,0
44,41.0,2.0,1.0,0,0,0
55,53.0,1.0,1.0,0,0,0
46,40.0,5.0,1.0,0,0,0
15,12.0,2.0,1.0,0,0,0
35,25.0,6.0,4.0,0,0,0
42,39.0,2.0,1.0,0,0,0
58,51.0,4.0,3.0,0,0,0
4,2.0,1.0,1.0,0,0,0
48,44.0,3.0,1.0,0,0,0
37,34.0,2.0,1.0,0,0,0
125,115.0,9.0,1.0,0,0,0
1162,1067.0,70.0,25.0,1,1,1
29,26.0,2.0,1.0,0,0,0
50,47.0,2.0,1.0,0,0,0
32,28.0,3.0,1.0,0,0,0
136,129.0,5.0,2.0,0,0,0
25,23.0,1.0,1.0,0,0,0
11,9.0,1.0,1.0,0,0,0
42,39.0,2.0,1.0,0,0,0
44,40.0,3.0,1.0,0,0,0
119,112.0,5.0,2.0,0,0,0
6,4.0,1.0,1.0,0,0,0
47,43.0,2.0,2.0,0,0,0
79,76.0,2.0,1.0,0,0,0
106,97.0,6.0,3.0,0,0,0
82,79.0,1.0,2.0,0,0,0
18,14.0,3.0,1.0,0,0,0
87,80.0,4.0,3.0,0,0,0
114,107.0,5.0,2.0,0,0,0
88,77.0,9.0,2.0,0,0,0
19,16.0,1.0,2.0,0,0,0
173,165.0,6.0,2.0,0,0,0
222,195.0,21.0,6.0,0,1,1
14,11.0,2.0,1.0,0,0,0
104,91.0,10.0,3.0,0,0,0
41,37.0,3.0,1.0,0,0,0
44,42.0,1.0,1.0,0,0,0
9,7.0,1.0,1.0,0,0,0
70,68.0,1.0,1.0,0,0,0
17,15.0,1.0,1.0,0,0,0
18,15.0,2.0,1.0,0,0,0
41,36.0,3.0,2.0,0,0,0
31,29.0,1.0,1.0,0,0,0
127,120.0,4.0,3.0,0,0,0
33,31.0,1.0,1.0,0,0,0
36,33.0,2.0,1.0,0,0,0
13,11.0,1.0,1.0,0,0,0
49,46.0,2.0,1.0,0,0,0
267,250.0,14.0,3.0,0,1,0
19,16.0,2.0,1.0,0,0,0
20,17.0,2.0,1.0,0,0,0
42,40.0,1.0,1.0,0,0,0
39,36.0,2.0,1.0,0,0,0
34,32.0,1.0,1.0,0,0,0
83,79.0,2.0,2.0,0,0,0
55,51.0,3.0,1.0,0,0,0
42,39.0,2.0,1.0,0,0,0
15,11.0,2.0,2.0,0,0,0
55,52.0,2.0,1.0,0,0,0
14,13.0,0.0,1.0,0,0,0
21,19.0,1.0,1.0,0,0,0
45,42.0,2.0,1.0,0,0,0
12,10.0,1.0,1.0,0,0,0
7,5.0,1.0,1.0,0,0,0
23,19.0,2.0,2.0,0,0,0
10,6.0,3.0,1.0,0,0,0
56,52.0,3.0,1.0,0,0,0
92,90.0,1.0,1.0,0,0,0
63,57.0,4.0,2.0,0,0,0
36,33.0,2.0,1.0,0,0,0
17,13.0,2.0,2.0,0,0,0
10,6.0,3.0,1.0,0,0,0
26,21.0,3.0,2.0,0,0,0
257,245.0,11.0,1.0,0,0,0
83,79.0,3.0,1.0,0,0,0
42,35.0,6.0,1.0,0,0,0
358,323.0,27.0,8.0,1,1,1
90,86.0,3.0,1.0,0,0,0
56,54.0,1.0,1.0,0,0,0
8,7.0,0.0,1.0,0,0,0
43,40.0,2.0,1.0,0,0,0
30,28.0,1.0,1.0,0,0,0
16,10.0,5.0,1.0,0,0,0
54,48.0,3.0,3.0,0,0,0
308,290.0,12.0,6.0,0,0,1
247,236.0,6.0,5.0,0,0,1
50,47.0,1.0,2.0,0,0,0
22,20.0,1.0,1.0,0,0,0
87,83.0,3.0,1.0,0,0,0
31,30.0,0.0,1.0,0,0,0
22,18.0,3.0,1.0,0,0,0
58,45.0,10.0,3.0,0,0,0
22,20.0,1.0,1.0,0,0,0
58,49.0,4.0,5.0,0,0,1
7,3.0,3.0,1.0,0,0,0
17,15.0,1.0,1.0,0,0,0
905,874.0,20.0,11.0,1,1,1
43,40.0,2.0,1.0,0,0,0
34,29.0,3.0,2.0,0,0,0
93,78.0,9.0,6.0,0,0,1
117,111.0,5.0,1.0,0,0,0
17,14.0,1.0,2.0,0,0,0
24,22.0,1.0,1.0,0,0,0
230,208.0,19.0,3.0,0,1,0
143,136.0,4.0,3.0,0,0,0
20,18.0,1.0,1.0,0,0,0
44,39.0,4.0,1.0,0,0,0
45,41.0,2.0,2.0,0,0,0
16,14.0,1.0,1.0,0,0,0
42,40.0,1.0,1.0,0,0,0
24,20.0,2.0,2.0,0,0,0
32,27.0,3.0,2.0,0,0,0
62,56.0,4.0,2.0,0,0,0
23,18.0,3.0,2.0,0,0,0
41,34.0,4.0,3.0,0,0,0
48,44.0,2.0,2.0,0,0,0
110,101.0,7.0,2.0,0,0,0
66,58.0,5.0,3.0,0,0,0
19,13.0,4.0,2.0,0,0,0
77,72.0,4.0,1.0,0,0,0
117,110.0,5.0,2.0,0,0,0
44,37.0,5.0,2.0,0,0,0
17,13.0,3.0,1.0,0,0,0
92,82.0,8.0,2.0,0,0,0
49,47.0,1.0,1.0,0,0,0
217,193.0,17.0,7.0,0,1,1
112,103.0,8.0,1.0,0,0,0
151,146.0,3.0,2.0,0,0,0
25,22.0,2.0,1.0,0,0,0
26,23.0,2.0,1.0,0,0,0
9,7.0,1.0,1.0,0,0,0
56,52.0,2.0,2.0,0,0,0
32,25.0,6.0,1.0,0,0,0
13,11.0,1.0,1.0,0,0,0
46,37.0,6.0,3.0,0,0,0
11,9.0,1.0,1.0,0,0,0
40,36.0,2.0,2.0,0,0,0
388,359.0,18.0,11.0,1,1,1
236,219.0,12.0,5.0,0,0,0
17,15.0,1.0,1.0,0,0,0
137,130.0,4.0,3.0,0,0,0
38,34.0,3.0,1.0,0,0,0
64,59.0,3.0,2.0,0,0,0
116,106.0,6.0,4.0,0,0,0
80,73.0,4.0,3.0,0,0,0
18,16.0,1.0,1.0,0,0,0
27,26.0,0.0,1.0,0,0,0
22,20.0,1.0,1.0,0,0,0
93,90.0,2.0,1.0,0,0,0
136,123.0,10.0,3.0,0,0,0
426,389.0,26.0,11.0,1,1,1
75,73.0,1.0,1.0,0,0,0
64,60.0,3.0,1.0,0,0,0
8,6.0,1.0,1.0,0,0,0
8,6.0,1.0,1.0,0,0,0
54,52.0,1.0,1.0,0,0,0
143,132.0,8.0,3.0,0,0,0
35,32.0,2.0,1.0,0,0,0
33,29.0,3.0,1.0,0,0,0
67,63.0,3.0,1.0,0,0,0
62,58.0,3.0,1.0,0,0,0
14,12.0,1.0,1.0,0,0,0
40,37.0,2.0,1.0,0,0,0
22,20.0,1.0,1.0,0,0,0
13,11.0,1.0,1.0,0,0,0
24,20.0,2.0,2.0,0,0,0
63,61.0,1.0,1.0,0,0,0
14,12.0,1.0,1.0,0,0,0
11,9.0,1.0,1.0,0,0,0
20,18.0,1.0,1.0,0,0,0
105,102.0,2.0,1.0,0,0,0
289,270.0,13.0,6.0,0,0,1
40,39.0,0.0,1.0,0,0,0
25,22.0,2.0,1.0,0,0,0
31,24.0,5.0,2.0,0,0,0
8,4.0,2.0,2.0,0,0,0
512,472.0,30.0,10.0,1,1,1
23,17.0,4.0,2.0,0,0,0
21,19.0,1.0,1.0,0,0,0
67,62.0,3.0,2.0,0,0,0
251,229.0,20.0,2.0,0,1,0
84,78.0,3.0,3.0,0,0,0
14,11.0,2.0,1.0,0,0,0
56,53.0,2.0,1.0,0,0,0
24,22.0,1.0,1.0,0,0,0
18,14.0,2.0,2.0,0,0,0
8,5.0,2.0,1.0,0,0,0
54,49.0,3.0,2.0,0,0,0
406,395.0,8.0,3.0,1,0,0
219,206.0,9.0,4.0,0,0,0
25,23.0,1.0,1.0,0,0,0
17,15.0,1.0,1.0,0,0,0
42,38.0,3.0,1.0,0,0,0
36,32.0,2.0,2.0,0,0,0
20,19.0,0.0,1.0,0,0,0
114,105.0,5.0,4.0,0,0,0
153,147.0,3.0,3.0,0,0,0
173,165.0,5.0,3.0,0,0,0
23,21.0,1.0,1.0,0,0,0
42,39.0,2.0,1.0,0,0,0
16,13.0,2.0,1.0,0,0,0
7,5.0,1.0,1.0,0,0,0
9,6.0,2.0,1.0,0,0,0
144,141.0,2.0,1.0,0,0,0
16,13.0,2.0,1.0,0,0,0
66,60.0,3.0,3.0,0,0,0
139,128.0,8.0,3.0,0,0,0
10,8.0,1.0,1.0,0,0,0
7,5.0,1.0,1.0,0,0,0
18,16.0,1.0,1.0,0,0,0
13,11.0,1.0,1.0,0,0,0
71,59.0,8.0,4.0,0,0,0
64,61.0,2.0,1.0,0,0,0
41,39.0,1.0,1.0,0,0,0
6,4.0,1.0,1.0,0,0,0
39,34.0,3.0,2.0,0,0,0
112,110.0,1.0,1.0,0,0,0
34,30.0,2.0,2.0,0,0,0
13,11.0,1.0,1.0,0,0,0
41,38.0,2.0,1.0,0,0,0
18,16.0,1.0,1.0,0,0,0
18,10.0,4.0,4.0,0,0,0
41,38.0,2.0,1.0,0,0,0
19,16.0,1.0,2.0,0,0,0
78,71.0,5.0,2.0,0,0,0
26,24.0,1.0,1.0,0,0,0
26,19.0,4.0,3.0,0,0,0
13,10.0,2.0,1.0,0,0,0
73,67.0,3.0,3.0,0,0,0
17,15.0,1.0,1.0,0,0,0
57,50.0,5.0,2.0,0,0,0
21,20.0,0.0,1.0,0,0,0
33,24.0,6.0,3.0,0,0,0
43,38.0,3.0,2.0,0,0,0
42,38.0,3.0,1.0,0,0,0
15,10.0,3.0,2.0,0,0,0
36,32.0,3.0,1.0,0,0,0
28,25.0,2.0,1.0,0,0,0
125,119.0,4.0,2.0,0,0,0
116,110.0,4.0,2.0,0,0,0
11,7.0,2.0,2.0,0,0,0
22,18.0,3.0,1.0,0,0,0
25,19.0,4.0,2.0,0,0,0
572,521.0,36.0,15.0,1,1,1
167,161.0,5.0,1.0,0,0,0
7,3.0,3.0,1.0,0,0,0
20,18.0,1.0,1.0,0,0,0
5,3.0,1.0,1.0,0,0,0
276,246.0,25.0,5.0,0,1,1
32,27.0,3.0,2.0,0,0,0
81,72.0,8.0,1.0,0,0,0
97,94.0,2.0,1.0,0,0,0
14,12.0,1.0,1.0,0,0,0
47,42.0,4.0,1.0,0,0,0
10,8.0,1.0,1.0,0,0,0
85,77.0,6.0,2.0,0,0,0
44,41.0,2.0,1.0,0,0,0
34,29.0,3.0,2.0,0,0,0
42,40.0,1.0,1.0,0,0,0
62,58.0,3.0,1.0,0,0,0
98,88.0,6.0,4.0,0,0,0
31,25.0,4.0,2.0,0,0,0
54,51.0,2.0,1.0,0,0,0
266,258.0,6.0,2.0,0,0,0
12,10.0,1.0,1.0,0,0,0
572,548.0,17.0,7.0,1,1,1
231,223.0,6.0,2.0,0,0,0
13,9.0,3.0,1.0,0,0,0
53,48.0,3.0,2.0,0,0,0
45,42.0,1.0,2.0,0,0,0
16,14.0,1.0,1.0,0,0,0
74,72.0,1.0,1.0,0,0,0
42,40.0,1.0,1.0,0,0,0
47,45.0,1.0,1.0,0,0,0
15,11.0,3.0,1.0,0,0,0
35,29.0,5.0,1.0,0,0,0
27,24.0,2.0,1.0,0,0,0
19,16.0,2.0,1.0,0,0,0
21,19.0,1.0,1.0,0,0,0
15,11.0,3.0,1.0,0,0,0
210,207.0,2.0,1.0,0,0,0
234,221.0,9.0,4.0,0,0,0
198,194.0,2.0,2.0,0,0,0
106,93.0,10.0,3.0,0,0,0
34,32.0,1.0,1.0,0,0,0
35,33.0,1.0,1.0,0,0,0
194,181.0,9.0,4.0,0,0,0
12,10.0,1.0,1.0,0,0,0
98,95.0,2.0,1.0,0,0,0
199,180.0,14.0,5.0,0,1,1
50,47.0,2.0,1.0,0,0,0
5,3.0,1.0,1.0,0,0,0
58,54.0,3.0,1.0,0,0,0
110,107.0,2.0,1.0,0,0,0
31,29.0,1.0,1.0,0,0,0
86,83.0,2.0,1.0,0,0,0
46,37.0,8.0,1.0,0,0,0
551,468.0,52.0,31.0,1,1,1
48,40.0,7.0,1.0,0,0,0
49,47.0,1.0,1.0,0,0,0
166,163.0,2.0,1.0,0,0,0
12,10.0,1.0,1.0,0,0,0
36,27.0,8.0,1.0,0,0,0
92,77.0,12.0,3.0,0,0,0
40,37.0,2.0,1.0,0,0,0
96,93.0,2.0,1.0,0,0,0
147,138.0,5.0,4.0,0,0,0
230,205.0,20.0,5.0,0,1,0
122,119.0,2.0,1.0,0,0,0
203,190.0,9.0,4.0,0,0,0
67,64.0,2.0,1.0,0,0,0
15,8.0,4.0,3.0,0,0,0
283,275.0,5.0,3.0,0,0,0
17,15.0,1.0,1.0,0,0,0
10,9.0,0.0,1.0,0,0,0
17,15.0,1.0,1.0,0,0,0
20,16.0,3.0,1.0,0,0,0
54,48.0,3.0,3.0,0,0,0
31,29.0,1.0,1.0,0,0,0
15,13.0,1.0,1.0,0,0,0
231,227.0,3.0,1.0,0,0,0
18,16.0,1.0,1.0,0,0,0
123,118.0,3.0,2.0,0,0,0
7,5.0,1.0,1.0,0,0,0
31,29.0,1.0,1.0,0,0,0
62,57.0,4.0,1.0,0,0,0
22,20.0,1.0,1.0,0,0,0
9,7.0,1.0,1.0,0,0,0
21,17.0,3.0,1.0,0,0,0
216,206.0,7.0,3.0,0,0,0
38,34.0,3.0,1.0,0,0,0
43,39.0,3.0,1.0,0,0,0
66,61.0,3.0,2.0,0,0,0
22,18.0,3.0,1.0,0,0,0
160,148.0,8.0,4.0,0,0,0
19,16.0,2.0,1.0,0,0,0
161,142.0,11.0,8.0,0,0,1
66,61.0,3.0,2.0,0,0,0
292,268.0,21.0,3.0,0,1,0
7,4.0,2.0,1.0,0,0,0
26,24.0,1.0,1.0,0,0,0
12,10.0,1.0,1.0,0,0,0
98,92.0,5.0,1.0,0,0,0
104,92.0,9.0,3.0,0,0,0
32,30.0,1.0,1.0,0,0,0
23,22.0,0.0,1.0,0,0,0
30,27.0,2.0,1.0,0,0,0
17,15.0,1.0,1.0,0,0,0
28,24.0,2.0,2.0,0,0,0
34,32.0,1.0,1.0,0,0,0
69,67.0,1.0,1.0,0,0,0
61,60.0,0.0,1.0,0,0,0
30,25.0,3.0,2.0,0,0,0
154,146.0,5.0,3.0,0,0,0
332,323.0,8.0,1.0,1,0,0
27,25.0,1.0,1.0,0,0,0
85,78.0,5.0,2.0,0,0,0
281,272.0,8.0,1.0,0,0,0
462,444.0,16.0,2.0,1,1,0
35,33.0,1.0,1.0,0,0,0
54,48.0,3.0,3.0,0,0,0
464,419.0,26.0,19.0,1,1,1
23,21.0,1.0,1.0,0,0,0
107,93.0,9.0,5.0,0,0,0
13,6.0,5.0,2.0,0,0,0
16,14.0,1.0,1.0,0,0,0
203,196.0,4.0,3.0,0,0,0
25,23.0,1.0,1.0,0,0,0
13,9.0,3.0,1.0,0,0,0
21,19.0,1.0,1.0,0,0,0
403,363.0,26.0,14.0,1,1,1
63,52.0,6.0,5.0,0,0,1
6,5.0,0.0,1.0,0,0,0
41,38.0,2.0,1.0,0,0,0
254,242.0,8.0,4.0,0,0,0
77,74.0,2.0,1.0,0,0,0
25,22.0,2.0,1.0,0,0,0
36,33.0,2.0,1.0,0,0,0
23,19.0,2.0,2.0,0,0,0
29,27.0,1.0,1.0,0,0,0
140,138.0,1.0,1.0,0,0,0
13,11.0,1.0,1.0,0,0,0
28,26.0,1.0,1.0,0,0,0
17,15.0,1.0,1.0,0,0,0
23,21.0,1.0,1.0,0,0,0
80,79.0,0.0,1.0,0,0,0
40,34.0,4.0,2.0,0,0,0
50,44.0,4.0,2.0,0,0,0
16,14.0,1.0,1.0,0,0,0
44,39.0,4.0,1.0,0,0,0
13,11.0,1.0,1.0,0,0,0
178,173.0,3.0,2.0,0,0,0
9,6.0,2.0,1.0,0,0,0
59,47.0,11.0,1.0,0,0,0
7,5.0,1.0,1.0,0,0,0
199,184.0,12.0,3.0,0,0,0
17,15.0,1.0,1.0,0,0,0
79,77.0,1.0,1.0,0,0,0
100,92.0,4.0,4.0,0,0,0
14,13.0,0.0,1.0,0,0,0
19,16.0,2.0,1.0,0,0,0
14,11.0,2.0,1.0,0,0,0
47,44.0,2.0,1.0,0,0,0
234,227.0,5.0,2.0,0,0,0
77,74.0,2.0,1.0,0,0,0
13,11.0,1.0,1.0,0,0,0
31,29.0,1.0,1.0,0,0,0
27,25.0,1.0,1.0,0,0,0
204,199.0,4.0,1.0,0,0,0
7,5.0,1.0,1.0,0,0,0
52,49.0,2.0,1.0,0,0,0
25,22.0,2.0,1.0,0,0,0
59,54.0,3.0,2.0,0,0,0
339,335.0,3.0,1.0,1,0,0
27,18.0,8.0,1.0,0,0,0
37,33.0,3.0,1.0,0,0,0
7,5.0,1.0,1.0,0,0,0
49,43.0,4.0,2.0,0,0,0
22,20.0,1.0,1.0,0,0,0
29,26.0,2.0,1.0,0,0,0
13,11.0,1.0,1.0,0,0,0
32,27.0,4.0,1.0,0,0,0
35,31.0,3.0,1.0,0,0,0
65,56.0,8.0,1.0,0,0,0
50,48.0,1.0,1.0,0,0,0
10,8.0,1.0,1.0,0,0,0
24,22.0,1.0,1.0,0,0,0
106,98.0,6.0,2.0,0,0,0
20,18.0,1.0,1.0,0,0,0
173,167.0,4.0,2.0,0,0,0
10,8.0,1.0,1.0,0,0,0
213,191.0,17.0,5.0,0,1,1
30,24.0,4.0,2.0,0,0,0
90,79.0,9.0,2.0,0,0,0
143,132.0,6.0,5.0,0,0,0
59,50.0,6.0,3.0,0,0,0
13,8.0,3.0,2.0,0,0,0
26,21.0,3.0,2.0,0,0,0
56,53.0,1.0,2.0,0,0,0
12,9.0,2.0,1.0,0,0,0
44,39.0,3.0,2.0,0,0,0
76,71.0,4.0,1.0,0,0,0
47,41.0,4.0,2.0,0,0,0
60,52.0,5.0,3.0,0,0,0
77,74.0,2.0,1.0,0,0,0
150,141.0,7.0,2.0,0,0,0
30,27.0,2.0,1.0,0,0,0
15,13.0,1.0,1.0,0,0,0
40,36.0,3.0,1.0,0,0,0
49,44.0,2.0,3.0,0,0,0
22,20.0,1.0,1.0,0,0,0
34,33.0,0.0,1.0,0,0,0
50,40.0,7.0,3.0,0,0,0
51,47.0,3.0,1.0,0,0,0
10,8.0,1.0,1.0,0,0,0
43,36.0,5.0,2.0,0,0,0
23,19.0,2.0,2.0,0,0,0
101,98.0,2.0,1.0,0,0,0
86,83.0,2.0,1.0,0,0,0
14,11.0,2.0,1.0,0,0,0
34,32.0,1.0,1.0,0,0,0
90,61.0,18.0,11.0,0,1,1
69,63.0,4.0,2.0,0,0,0
41,31.0,7.0,3.0,0,0,0
3,1.0,1.0,1.0,0,0,0
24,22.0,1.0,1.0,0,0,0
62,55.0,5.0,2.0,0,0,0
108,99.0,7.0,2.0,0,0,0
30,28.0,1.0,1.0,0,0,0
100,97.0,2.0,1.0,0,0,0
141,119.0,14.0,8.0,0,1,1
56,52.0,3.0,1.0,0,0,0
80,74.0,4.0,2.0,0,0,0
11,8.0,2.0,1.0,0,0,0
160,153.0,5.0,2.0,0,0,0
44,40.0,2.0,2.0,0,0,0
15,14.0,0.0,1.0,0,0,0
142,129.0,8.0,5.0,0,0,0
36,32.0,2.0,2.0,0,0,0
49,47.0,1.0,1.0,0,0,0
11,10.0,0.0,1.0,0,0,0
20,16.0,2.0,2.0,0,0,0
34,24.0,5.0,5.0,0,0,0
21,19.0,1.0,1.0,0,0,0
504,456.0,32.0,16.0,1,1,1
90,88.0,1.0,1.0,0,0,0
51,39.0,10.0,2.0,0,0,0
79,76.0,2.0,1.0,0,0,0
16,14.0,1.0,1.0,0,0,0
34,29.0,3.0,2.0,0,0,0
23,21.0,1.0,1.0,0,0,0
8,5.0,1.0,2.0,0,0,0
40,38.0,1.0,1.0,0,0,0
34,32.0,1.0,1.0,0,0,0
45,42.0,2.0,1.0,0,0,0
19,17.0,1.0,1.0,0,0,0
41,38.0,2.0,1.0,0,0,0
14,11.0,2.0,1.0,0,0,0
30,27.0,2.0,1.0,0,0,0
89,75.0,8.0,6.0,0,0,1
96,89.0,5.0,2.0,0,0,0
66,64.0,1.0,1.0,0,0,0
29,18.0,8.0,3.0,0,0,0
21,19.0,1.0,1.0,0,0,0
83,76.0,4.0,3.0,0,0,0
30,27.0,2.0,1.0,0,0,0
99,97.0,1.0,1.0,0,0,0
23,20.0,2.0,1.0,0,0,0
13,8.0,3.0,2.0,0,0,0
67,66.0,0.0,1.0,0,0,0
62,58.0,2.0,2.0,0,0,0
127,124.0,2.0,1.0,0,0,0
19,17.0,1.0,1.0,0,0,0
20,15.0,3.0,2.0,0,0,0
28,26.0,1.0,1.0,0,0,0
104,101.0,2.0,1.0,0,0,0
38,35.0,2.0,1.0,0,0,0
