nb_visites,nb_views,nb_addtocarts,nb_transactions,cat_top_vus,cat_top_mis_panier,cat_top_vendus
289,270.0,13.0,6.0,0,0,1
95,79.0,10.0,6.0,0,0,1
467,445.0,16.0,6.0,1,1,1
494,478.0,10.0,6.0,1,0,1
277,258.0,13.0,6.0,0,0,1
125,113.0,6.0,6.0,0,0,1
406,382.0,18.0,6.0,1,1,1
136,118.0,12.0,6.0,0,0,1
100,84.0,10.0,6.0,0,0,1
98,84.0,8.0,6.0,0,0,1
161,143.0,12.0,6.0,0,0,1
222,195.0,21.0,6.0,0,1,1
233,215.0,12.0,6.0,0,0,1
84,74.0,4.0,6.0,0,0,1
261,246.0,9.0,6.0,0,0,1
293,279.0,8.0,6.0,0,0,1
253,232.0,15.0,6.0,0,1,1
95,83.0,6.0,6.0,0,0,1
25,12.0,7.0,6.0,0,0,1
1072,1039.0,27.0,6.0,1,1,1
366,333.0,27.0,6.0,1,1,1
258,245.0,7.0,6.0,0,0,1
181,168.0,7.0,6.0,0,0,1
135,122.0,7.0,6.0,0,0,1
89,76.0,7.0,6.0,0,0,1
125,115.0,4.0,6.0,0,0,1
107,94.0,7.0,6.0,0,0,1
459,434.0,19.0,6.0,1,1,1
181,166.0,9.0,6.0,0,0,1
356,329.0,21.0,6.0,1,1,1
99,79.0,14.0,6.0,0,1,1
237,215.0,16.0,6.0,0,1,1
136,119.0,11.0,6.0,0,0,1
261,246.0,9.0,6.0,0,0,1
531,512.0,13.0,6.0,1,0,1
543,496.0,41.0,6.0,1,1,1
212,198.0,8.0,6.0,0,0,1
67,49.0,12.0,6.0,0,0,1
420,394.0,20.0,6.0,1,1,1
122,102.0,14.0,6.0,0,1,1
210,193.0,11.0,6.0,0,0,1
148,135.0,8.0,5.0,0,0,1
85,72.0,8.0,5.0,0,0,1
149,131.0,13.0,5.0,0,0,1
247,236.0,6.0,5.0,0,0,1
45,36.0,4.0,5.0,0,0,1
60,48.0,7.0,5.0,0,0,1
81,68.0,8.0,5.0,0,0,1
320,303.0,12.0,5.0,1,0,1
213,191.0,17.0,5.0,0,1,1
250,231.0,14.0,5.0,0,1,1
109,97.0,7.0,5.0,0,0,1
47,35.0,7.0,5.0,0,0,1
132,120.0,7.0,5.0,0,0,1
907,874.0,28.0,5.0,1,1,1
182,165.0,12.0,5.0,0,0,1
339,324.0,10.0,5.0,1,0,1
57,45.0,7.0,5.0,0,0,1
183,170.0,8.0,5.0,0,0,1
75,65.0,5.0,5.0,0,0,1
142,127.0,10.0,5.0,0,0,1
412,383.0,24.0,5.0,1,1,1
48,37.0,6.0,5.0,0,0,1
52,37.0,10.0,5.0,0,0,1
263,239.0,19.0,5.0,0,1,1
861,824.0,32.0,5.0,1,1,1
235,220.0,10.0,5.0,0,0,1
94,83.0,6.0,5.0,0,0,1
119,101.0,13.0,5.0,0,0,1
116,102.0,9.0,5.0,0,0,1
57,45.0,7.0,5.0,0,0,1
226,211.0,10.0,5.0,0,0,1
225,198.0,22.0,5.0,0,1,1
244,220.0,19.0,5.0,0,1,1
398,383.0,10.0,5.0,1,0,1
241,219.0,17.0,5.0,0,1,1
199,180.0,14.0,5.0,0,1,1
149,133.0,11.0,5.0,0,0,1
138,124.0,9.0,5.0,0,0,1
73,63.0,5.0,5.0,0,0,1
159,143.0,11.0,5.0,0,0,1
206,195.0,6.0,5.0,0,0,1
429,408.0,16.0,5.0,1,1,1
276,246.0,25.0,5.0,0,1,1
225,215.0,5.0,5.0,0,0,1
93,84.0,4.0,5.0,0,0,1
348,331.0,12.0,5.0,1,0,1
183,160.0,18.0,5.0,0,1,1
65,54.0,6.0,5.0,0,0,1
192,178.0,9.0,5.0,0,0,1
194,177.0,12.0,5.0,0,0,1
224,208.0,11.0,5.0,0,0,1
91,80.0,6.0,5.0,0,0,1
131,117.0,9.0,5.0,0,0,1
90,76.0,9.0,5.0,0,0,1
90,78.0,7.0,5.0,0,0,1
217,185.0,27.0,5.0,0,1,1
107,93.0,9.0,5.0,0,0,1
63,52.0,6.0,5.0,0,0,1
339,316.0,18.0,5.0,1,1,1
206,181.0,20.0,5.0,0,1,1
136,103.0,28.0,5.0,0,1,1
58,49.0,4.0,5.0,0,0,1
26,21.0,0.0,5.0,0,0,1
89,76.0,8.0,5.0,0,0,1
70,59.0,6.0,5.0,0,0,1
375,357.0,13.0,5.0,1,0,1
154,141.0,8.0,5.0,0,0,1
234,218.0,11.0,5.0,0,0,1
70,60.0,5.0,5.0,0,0,1
145,132.0,8.0,5.0,0,0,1
110,95.0,10.0,5.0,0,0,1
135,127.0,3.0,5.0,0,0,1
113,92.0,16.0,5.0,0,1,1
76,65.0,6.0,5.0,0,0,1
86,76.0,5.0,5.0,0,0,0
114,94.0,15.0,5.0,0,1,0
197,174.0,18.0,5.0,0,1,0
298,282.0,11.0,5.0,0,0,0
37,24.0,8.0,5.0,0,0,0
86,73.0,8.0,5.0,0,0,0
176,159.0,12.0,5.0,0,0,0
289,273.0,11.0,5.0,0,0,0
209,191.0,13.0,5.0,0,0,0
240,225.0,10.0,5.0,0,0,0
142,129.0,8.0,5.0,0,0,0
498,482.0,11.0,5.0,1,0,0
382,366.0,11.0,5.0,1,0,0
428,404.0,19.0,5.0,1,1,0
118,108.0,5.0,5.0,0,0,0
260,233.0,22.0,5.0,0,1,0
134,120.0,9.0,5.0,0,0,0
72,59.0,8.0,5.0,0,0,0
88,75.0,8.0,5.0,0,0,0
52,40.0,7.0,5.0,0,0,0
73,58.0,10.0,5.0,0,0,0
561,541.0,15.0,5.0,1,1,0
148,117.0,26.0,5.0,0,1,0
7,2.0,0.0,5.0,0,0,0
237,204.0,28.0,5.0,0,1,0
237,221.0,11.0,5.0,0,0,0
94,85.0,4.0,5.0,0,0,0
55,44.0,6.0,5.0,0,0,0
122,110.0,7.0,5.0,0,0,0
105,92.0,8.0,5.0,0,0,0
388,367.0,16.0,5.0,1,1,0
45,34.0,6.0,5.0,0,0,0
82,70.0,7.0,5.0,0,0,0
236,219.0,12.0,5.0,0,0,0
109,95.0,9.0,5.0,0,0,0
212,198.0,9.0,5.0,0,0,0
85,73.0,7.0,5.0,0,0,0
195,176.0,14.0,5.0,0,1,0
288,269.0,14.0,5.0,0,1,0
117,97.0,15.0,5.0,0,1,0
133,121.0,7.0,5.0,0,0,0
234,219.0,10.0,5.0,0,0,0
67,60.0,2.0,5.0,0,0,0
292,273.0,14.0,5.0,0,1,0
284,264.0,15.0,5.0,0,1,0
163,152.0,6.0,5.0,0,0,0
189,175.0,9.0,5.0,0,0,0
867,856.0,6.0,5.0,1,0,0
210,196.0,9.0,5.0,0,0,0
188,169.0,14.0,5.0,0,1,0
205,189.0,11.0,5.0,0,0,0
158,147.0,6.0,5.0,0,0,0
254,237.0,12.0,5.0,0,0,0
326,314.0,7.0,5.0,1,0,0
107,93.0,9.0,5.0,0,0,0
60,50.0,5.0,5.0,0,0,0
556,521.0,30.0,5.0,1,1,0
235,220.0,10.0,5.0,0,0,0
118,107.0,6.0,5.0,0,0,0
210,194.0,11.0,5.0,0,0,0
293,274.0,14.0,5.0,0,1,0
445,424.0,16.0,5.0,1,1,0
51,40.0,6.0,5.0,0,0,0
21,8.0,8.0,5.0,0,0,0
170,155.0,10.0,5.0,0,0,0
456,440.0,11.0,5.0,1,0,0
162,146.0,11.0,5.0,0,0,0
56,43.0,8.0,5.0,0,0,0
271,253.0,13.0,5.0,0,0,0
56,45.0,6.0,5.0,0,0,0
118,102.0,11.0,5.0,0,0,0
86,72.0,9.0,5.0,0,0,0
135,121.0,9.0,5.0,0,0,0
34,24.0,5.0,5.0,0,0,0
380,361.0,14.0,5.0,1,1,0
124,110.0,9.0,5.0,0,0,0
171,150.0,16.0,5.0,0,1,0
81,72.0,4.0,5.0,0,0,0
388,366.0,17.0,5.0,1,1,0
253,232.0,16.0,5.0,0,1,0
169,153.0,11.0,5.0,0,0,0
66,56.0,5.0,5.0,0,0,0
103,90.0,8.0,5.0,0,0,0
401,379.0,17.0,5.0,1,1,0
58,47.0,6.0,5.0,0,0,0
517,490.0,22.0,5.0,1,1,0
137,117.0,15.0,5.0,0,1,0
169,155.0,9.0,5.0,0,0,0
612,590.0,17.0,5.0,1,1,0
625,575.0,45.0,5.0,1,1,0
76,68.0,3.0,5.0,0,0,0
212,199.0,8.0,5.0,0,0,0
166,152.0,9.0,5.0,0,0,0
76,64.0,7.0,5.0,0,0,0
188,174.0,9.0,5.0,0,0,0
130,115.0,10.0,5.0,0,0,0
466,452.0,9.0,5.0,1,0,0
91,74.0,12.0,5.0,0,0,0
213,195.0,13.0,5.0,0,0,0
134,117.0,12.0,5.0,0,0,0
186,166.0,15.0,5.0,0,1,0
224,210.0,9.0,5.0,0,0,0
46,35.0,6.0,5.0,0,0,0
141,130.0,6.0,5.0,0,0,0
119,105.0,9.0,5.0,0,0,0
169,158.0,6.0,5.0,0,0,0
266,252.0,9.0,5.0,0,0,0
100,88.0,7.0,5.0,0,0,0
82,62.0,15.0,5.0,0,1,0
189,174.0,10.0,5.0,0,0,0
50,38.0,7.0,5.0,0,0,0
238,220.0,13.0,5.0,0,0,0
177,165.0,7.0,5.0,0,0,0
143,132.0,6.0,5.0,0,0,0
125,114.0,6.0,5.0,0,0,0
266,245.0,16.0,5.0,0,1,0
41,31.0,5.0,5.0,0,0,0
156,135.0,16.0,5.0,0,1,0
29,18.0,6.0,5.0,0,0,0
190,175.0,10.0,5.0,0,0,0
83,71.0,7.0,5.0,0,0,0
94,81.0,8.0,5.0,0,0,0
56,44.0,7.0,5.0,0,0,0
143,129.0,9.0,5.0,0,0,0
260,238.0,17.0,5.0,0,1,0
35,25.0,5.0,5.0,0,0,0
144,128.0,11.0,5.0,0,0,0
248,234.0,9.0,5.0,0,0,0
243,228.0,10.0,5.0,0,0,0
510,461.0,44.0,5.0,1,1,0
197,180.0,12.0,5.0,0,0,0
171,157.0,9.0,5.0,0,0,0
73,60.0,8.0,5.0,0,0,0
379,361.0,13.0,5.0,1,0,0
144,128.0,11.0,5.0,0,0,0
66,58.0,3.0,5.0,0,0,0
643,626.0,12.0,5.0,1,0,0
274,258.0,11.0,5.0,0,0,0
86,70.0,11.0,5.0,0,0,0
170,153.0,12.0,5.0,0,0,0
96,83.0,8.0,5.0,0,0,0
119,105.0,9.0,5.0,0,0,0
219,199.0,15.0,5.0,0,1,0
241,225.0,11.0,5.0,0,0,0
117,101.0,11.0,5.0,0,0,0
27,16.0,6.0,5.0,0,0,0
239,228.0,6.0,5.0,0,0,0
230,205.0,20.0,5.0,0,1,0
171,154.0,12.0,5.0,0,0,0
190,176.0,9.0,5.0,0,0,0
326,287.0,34.0,5.0,0,1,0
76,65.0,6.0,5.0,0,0,0
346,326.0,15.0,5.0,1,1,0
44,31.0,8.0,5.0,0,0,0
143,126.0,12.0,5.0,0,0,0
193,174.0,14.0,5.0,0,1,0
123,113.0,5.0,5.0,0,0,0
103,92.0,6.0,5.0,0,0,0
370,360.0,5.0,5.0,1,0,0
214,195.0,14.0,5.0,0,1,0
708,681.0,22.0,5.0,1,1,0
178,165.0,8.0,5.0,0,0,0
101,81.0,15.0,5.0,0,1,0
304,287.0,12.0,5.0,0,0,0
214,201.0,8.0,5.0,0,0,0
199,184.0,11.0,4.0,0,0,0
117,93.0,20.0,4.0,0,1,0
37,23.0,10.0,4.0,0,0,0
38,28.0,6.0,4.0,0,0,0
82,73.0,5.0,4.0,0,0,0
110,101.0,5.0,4.0,0,0,0
83,72.0,7.0,4.0,0,0,0
188,177.0,7.0,4.0,0,0,0
234,221.0,9.0,4.0,0,0,0
156,146.0,6.0,4.0,0,0,0
271,254.0,13.0,4.0,0,0,0
145,128.0,13.0,4.0,0,0,0
150,138.0,8.0,4.0,0,0,0
104,85.0,15.0,4.0,0,1,0
99,81.0,14.0,4.0,0,1,0
374,360.0,10.0,4.0,1,0,0
343,328.0,11.0,4.0,1,0,0
35,30.0,1.0,4.0,0,0,0
78,69.0,5.0,4.0,0,0,0
57,48.0,5.0,4.0,0,0,0
110,97.0,9.0,4.0,0,0,0
90,81.0,5.0,4.0,0,0,0
85,73.0,8.0,4.0,0,0,0
276,262.0,10.0,4.0,0,0,0
70,59.0,7.0,4.0,0,0,0
142,132.0,6.0,4.0,0,0,0
227,209.0,14.0,4.0,0,1,0
