sum_time_second,sum_time_minute,sum_time_hour
161.811,3.0,0.04
265.523,4.0,0.07
744.945,12.0,0.21
73.566,1.0,0.02
68568.84,1143.0,19.05
66517.668,1109.0,18.48
1036.337,17.0,0.29
323.383,5.0,0.09
1592.231,27.0,0.44
179.685,3.0,0.05
2277.135,38.0,0.63
150.303,3.0,0.04
182.194,3.0,0.05
338.622,6.0,0.09
270.323,5.0,0.08
1242.685,21.0,0.35
5709.202,95.0,1.59
85216.274,1420.0,23.67
854.612,14.0,0.24
692.495,12.0,0.19
282.206,5.0,0.08
3395.481,57.0,0.94
407.366,7.0,0.11
1052.776,18.0,0.29
129.689,2.0,0.04
400.019,7.0,0.11
93.67,2.0,0.03
15870.731,265.0,4.41
803.771,13.0,0.22
142.317,2.0,0.04
446.284,7.0,0.12
428.419,7.0,0.12
2434.322,41.0,0.68
327.933,5.0,0.09
207.246,3.0,0.06
423.326,7.0,0.12
64292.698,1072.0,17.86
281.308,5.0,0.08
123.735,2.0,0.03
5505.424,92.0,1.53
151.262,3.0,0.04
186.96,3.0,0.05
5397.747,90.0,1.5
95.478,2.0,0.03
312.589,5.0,0.09
19617.465,327.0,5.45
535.793,9.0,0.15
898.216,15.0,0.25
232.762,4.0,0.06
108.907,2.0,0.03
1003.544,17.0,0.28
644.224,11.0,0.18
90.748,2.0,0.03
378.273,6.0,0.11
191.911,3.0,0.05
132.183,2.0,0.04
906.129,15.0,0.25
65.873,1.0,0.02
932.376,16.0,0.26
534.854,9.0,0.15
1205.919,20.0,0.33
1774.426,30.0,0.49
1192.515,20.0,0.33
181.682,3.0,0.05
3574.27,60.0,0.99
578.426,10.0,0.16
163.108,3.0,0.05
368.501,6.0,0.1
2875.618,48.0,0.8
169.258,3.0,0.05
478.519,8.0,0.13
3924.841,65.0,1.09
570.857,10.0,0.16
1928.237,32.0,0.54
1643.611,27.0,0.46
24675.187,411.0,6.85
2349.553,39.0,0.65
266.925,4.0,0.07
1056.336,18.0,0.29
158.417,3.0,0.04
293.474,5.0,0.08
158.958,3.0,0.04
4135.515,69.0,1.15
461.899,8.0,0.13
48019.586,800.0,13.34
2439.178,41.0,0.68
695.474,12.0,0.19
208.907,3.0,0.06
103.466,2.0,0.03
894.726,15.0,0.25
256.096,4.0,0.07
382.854,6.0,0.11
524.588,9.0,0.15
53.652,1.0,0.01
176.922,3.0,0.05
189.392,3.0,0.05
239.559,4.0,0.07
357.435,6.0,0.1
224.163,4.0,0.06
566.008,9.0,0.16
1326.786,22.0,0.37
844.828,14.0,0.23
1654.351,28.0,0.46
84592.66,1410.0,23.5
620.141,10.0,0.17
97.139,2.0,0.03
7006.349,117.0,1.95
158.906,3.0,0.04
2451.027,41.0,0.68
157.908,3.0,0.04
75.065,1.0,0.02
211.344,4.0,0.06
348.505,6.0,0.1
104.911,2.0,0.03
1186.595,20.0,0.33
317.839,5.0,0.09
998.986,17.0,0.28
1461.321,24.0,0.41
506.15,8.0,0.14
556.782,9.0,0.15
185.162,3.0,0.05
1139.388,19.0,0.32
210.373,4.0,0.06
105.272,2.0,0.03
1163.505,19.0,0.32
449.665,7.0,0.12
122.567,2.0,0.03
6717.519,112.0,1.87
58063.165,968.0,16.13
109.772,2.0,0.03
264.638,4.0,0.07
441.972,7.0,0.12
504.486,8.0,0.14
227.848,4.0,0.06
744.657,12.0,0.21
146.026,2.0,0.04
131.686,2.0,0.04
149.569,2.0,0.04
85221.104,1420.0,23.67
465.568,8.0,0.13
525.681,9.0,0.15
155.3,3.0,0.04
71.561,1.0,0.02
395.98,7.0,0.11
1362.415,23.0,0.38
184.748,3.0,0.05
961.328,16.0,0.27
86294.526,1438.0,23.97
340.105,6.0,0.09
189.992,3.0,0.05
0.016,0.0,0.0
1170.869,20.0,0.33
824.82,14.0,0.23
290.427,5.0,0.08
78513.837,1309.0,21.81
453.716,8.0,0.13
122.953,2.0,0.03
3348.054,56.0,0.93
225.004,4.0,0.06
384.976,6.0,0.11
1596.373,27.0,0.44
324.702,5.0,0.09
470.399,8.0,0.13
11663.591,194.0,3.24
17948.737,299.0,4.99
139.945,2.0,0.04
187.673,3.0,0.05
4386.471,73.0,1.22
146.622,2.0,0.04
49292.841,822.0,13.69
312.471,5.0,0.09
1387.038,23.0,0.39
368.55,6.0,0.1
330.161,6.0,0.09
17033.546,284.0,4.73
52049.19,867.0,14.46
218.941,4.0,0.06
515.973,9.0,0.14
303.599,5.0,0.08
190.744,3.0,0.05
9199.639,153.0,2.56
744.397,12.0,0.21
2383.287,40.0,0.66
3551.103,59.0,0.99
66826.404,1114.0,18.56
71.503,1.0,0.02
5496.596,92.0,1.53
481.579,8.0,0.13
129.871,2.0,0.04
78483.832,1308.0,21.8
351.138,6.0,0.1
3560.008,59.0,0.99
157.177,3.0,0.04
201.116,3.0,0.06
2068.156,34.0,0.57
1158.26,19.0,0.32
52.948,1.0,0.01
137.857,2.0,0.04
362.675,6.0,0.1
23953.763,399.0,6.65
287.809,5.0,0.08
172.127,3.0,0.05
405.154,7.0,0.11
139.741,2.0,0.04
277.828,5.0,0.08
12979.232,216.0,3.61
1258.09,21.0,0.35
237.685,4.0,0.07
0.0,0.0,0.0
289.581,5.0,0.08
136.588,2.0,0.04
812.693,14.0,0.23
296.906,5.0,0.08
109.006,2.0,0.03
218.305,4.0,0.06
216.261,4.0,0.06
617.711,10.0,0.17
1390.893,23.0,0.39
0.0,0.0,0.0
619.268,10.0,0.17
332.513,6.0,0.09
0.0,0.0,0.0
112.462,2.0,0.03
3661.259,61.0,1.02
283.214,5.0,0.08
71691.872,1195.0,19.91
504.776,8.0,0.14
416.65,7.0,0.12
184.535,3.0,0.05
228.137,4.0,0.06
157.933,3.0,0.04
0.0,0.0,0.0
41343.399,689.0,11.48
562.687,9.0,0.16
6336.116,106.0,1.76
166.076,3.0,0.05
22656.375,378.0,6.29
72636.165,1211.0,20.18
388.801,6.0,0.11
2111.959,35.0,0.59
622.38,10.0,0.17
0.0,0.0,0.0
160.088,3.0,0.04
0.0,0.0,0.0
455.771,8.0,0.13
178.76,3.0,0.05
693.014,12.0,0.19
38.192,1.0,0.01
694.512,12.0,0.19
70291.348,1172.0,19.53
0.0,0.0,0.0
1434.138,24.0,0.4
3527.667,59.0,0.98
402.967,7.0,0.11
135.721,2.0,0.04
92.988,2.0,0.03
5584.576,93.0,1.55
625.263,10.0,0.17
154.668,3.0,0.04
82.985,1.0,0.02
1209.788,20.0,0.34
251.416,4.0,0.07
306.168,5.0,0.09
132.103,2.0,0.04
219.625,4.0,0.06
830.724,14.0,0.23
151.383,3.0,0.04
2114.153,35.0,0.59
615.944,10.0,0.17
226.819,4.0,0.06
195.37,3.0,0.05
0.0,0.0,0.0
80600.975,1343.0,22.39
452.109,8.0,0.13
261.665,4.0,0.07
1036.537,17.0,0.29
211.13,4.0,0.06
807.609,13.0,0.22
139.152,2.0,0.04
7987.294,133.0,2.22
65748.546,1096.0,18.26
670.935,11.0,0.19
143.538,2.0,0.04
262.535,4.0,0.07
14606.404,243.0,4.06
112.673,2.0,0.03
338.086,6.0,0.09
1057.762,18.0,0.29
323.837,5.0,0.09
334.707,6.0,0.09
88.726,1.0,0.02
299.982,5.0,0.08
269.904,4.0,0.07
1090.179,18.0,0.3
1428.812,24.0,0.4
592.425,10.0,0.16
7923.831,132.0,2.2
210.294,4.0,0.06
5613.444,94.0,1.56
179.659,3.0,0.05
729.849,12.0,0.2
363.606,6.0,0.1
51.382,1.0,0.01
24656.016,411.0,6.85
1320.115,22.0,0.37
346.607,6.0,0.1
496.118,8.0,0.14
2924.679,49.0,0.81
328.946,5.0,0.09
397.215,7.0,0.11
488.033,8.0,0.14
1226.905,20.0,0.34
509.264,8.0,0.14
118.628,2.0,0.03
416.199,7.0,0.12
842.705,14.0,0.23
420.975,7.0,0.12
310.646,5.0,0.09
345.228,6.0,0.1
182.671,3.0,0.05
8877.229,148.0,2.47
72.216,1.0,0.02
144.647,2.0,0.04
560.005,9.0,0.16
28807.97,480.0,8.0
106.209,2.0,0.03
720.671,12.0,0.2
186.261,3.0,0.05
174.015,3.0,0.05
4695.773,78.0,1.3
305.869,5.0,0.08
243.363,4.0,0.07
1042.163,17.0,0.29
184.375,3.0,0.05
36.366,1.0,0.01
210.887,4.0,0.06
265.014,4.0,0.07
106.495,2.0,0.03
269.154,4.0,0.07
2657.061,44.0,0.74
264.157,4.0,0.07
494.083,8.0,0.14
440.911,7.0,0.12
164.779,3.0,0.05
52.112,1.0,0.01
276.999,5.0,0.08
231.12,4.0,0.06
713.182,12.0,0.2
90.29,2.0,0.03
419.332,7.0,0.12
70.746,1.0,0.02
235.841,4.0,0.07
97.661,2.0,0.03
81348.103,1356.0,22.6
837.697,14.0,0.23
4221.062,70.0,1.17
228.184,4.0,0.06
125.54,2.0,0.03
423.392,7.0,0.12
195.909,3.0,0.05
499.062,8.0,0.14
395.771,7.0,0.11
616.711,10.0,0.17
245.82,4.0,0.07
276.265,5.0,0.08
99.211,2.0,0.03
228.67,4.0,0.06
583.265,10.0,0.16
625.351,10.0,0.17
2698.746,45.0,0.75
213.867,4.0,0.06
10974.642,183.0,3.05
130.363,2.0,0.04
16430.043,274.0,4.56
3277.89,55.0,0.91
3465.919,58.0,0.96
153.48,3.0,0.04
288.715,5.0,0.08
437.167,7.0,0.12
1073.637,18.0,0.3
491.485,8.0,0.14
326.173,5.0,0.09
297.733,5.0,0.08
135.761,2.0,0.04
11969.08,199.0,3.32
271.491,5.0,0.08
561.737,9.0,0.16
278.243,5.0,0.08
438.761,7.0,0.12
303.385,5.0,0.08
247.295,4.0,0.07
4450.391,74.0,1.24
1013.099,17.0,0.28
775.903,13.0,0.22
149.217,2.0,0.04
432.032,7.0,0.12
183.001,3.0,0.05
64847.247,1081.0,18.01
183.59,3.0,0.05
729.317,12.0,0.2
553.205,9.0,0.15
175.32,3.0,0.05
372.638,6.0,0.1
344.773,6.0,0.1
200.269,3.0,0.06
36041.799,601.0,10.01
5158.872,86.0,1.43
717.971,12.0,0.2
114.96,2.0,0.03
158.681,3.0,0.04
643.977,11.0,0.18
15035.511,251.0,4.18
0.0,0.0,0.0
429.453,7.0,0.12
323.193,5.0,0.09
491.298,8.0,0.14
0.0,0.0,0.0
633.167,11.0,0.18
265.008,4.0,0.07
282.458,5.0,0.08
187.207,3.0,0.05
169.48,3.0,0.05
1389.506,23.0,0.39
3348.568,56.0,0.93
10631.472,177.0,2.95
9126.604,152.0,2.54
2703.798,45.0,0.75
1366.829,23.0,0.38
1327.8,22.0,0.37
0.0,0.0,0.0
3008.499,50.0,0.84
950.881,16.0,0.26
1282.308,21.0,0.36
66867.61,1114.0,18.57
597.641,10.0,0.17
4876.439,81.0,1.35
46624.498,777.0,12.95
368.694,6.0,0.1
367.837,6.0,0.1
383.119,6.0,0.11
762.476,13.0,0.21
8501.6,142.0,2.36
75621.373,1260.0,21.01
1609.149,27.0,0.45
329.442,5.0,0.09
99.982,2.0,0.03
206.183,3.0,0.06
118.293,2.0,0.03
804.888,13.0,0.22
113.273,2.0,0.03
69474.061,1158.0,19.3
1834.132,31.0,0.51
5579.536,93.0,1.55
188.462,3.0,0.05
544.65,9.0,0.15
125.239,2.0,0.03
12045.076,201.0,3.35
303.269,5.0,0.08
576.404,10.0,0.16
142.915,2.0,0.04
20126.397,335.0,5.59
1761.61,29.0,0.49
219.589,4.0,0.06
80867.507,1348.0,22.46
61723.242,1029.0,17.15
130.747,2.0,0.04
569.283,9.0,0.16
289.381,5.0,0.08
344.915,6.0,0.1
1256.367,21.0,0.35
82438.302,1374.0,22.9
346.696,6.0,0.1
368.431,6.0,0.1
486.215,8.0,0.14
606.832,10.0,0.17
371.312,6.0,0.1
17358.177,289.0,4.82
89.146,1.0,0.02
185.401,3.0,0.05
488.665,8.0,0.14
121.064,2.0,0.03
131.628,2.0,0.04
340.317,6.0,0.09
106.286,2.0,0.03
198.17,3.0,0.06
4387.681,73.0,1.22
120.798,2.0,0.03
178.135,3.0,0.05
122.564,2.0,0.03
1756.457,29.0,0.49
551.181,9.0,0.15
1394.528,23.0,0.39
530.671,9.0,0.15
3406.583,57.0,0.95
20177.909,336.0,5.6
949.569,16.0,0.26
7174.117,120.0,1.99
201.048,3.0,0.06
271.9,5.0,0.08
6652.561,111.0,1.85
615.725,10.0,0.17
579.187,10.0,0.16
697.796,12.0,0.19
1856.202,31.0,0.52
323.369,5.0,0.09
132.961,2.0,0.04
604.163,10.0,0.17
617.004,10.0,0.17
7612.856,127.0,2.11
3681.197,61.0,1.02
441.405,7.0,0.12
205.888,3.0,0.06
953.741,16.0,0.26
3435.183,57.0,0.95
58.263,1.0,0.02
25922.635,432.0,7.2
242.135,4.0,0.07
49122.932,819.0,13.65
345.11,6.0,0.1
694.014,12.0,0.19
245.643,4.0,0.07
6080.642,101.0,1.69
172.174,3.0,0.05
318.726,5.0,0.09
112.675,2.0,0.03
1882.09,31.0,0.52
102.885,2.0,0.03
252.914,4.0,0.07
259.716,4.0,0.07
784.795,13.0,0.22
825.624,14.0,0.23
171.145,3.0,0.05
68111.636,1135.0,18.92
1696.139,28.0,0.47
241.585,4.0,0.07
50157.9,836.0,13.93
145.981,2.0,0.04
213.544,4.0,0.06
194.145,3.0,0.05
358.008,6.0,0.1
174.329,3.0,0.05
177.701,3.0,0.05
1102.223,18.0,0.31
423.965,7.0,0.12
1445.927,24.0,0.4
5059.368,84.0,1.41
1517.159,25.0,0.42
1783.697,30.0,0.5
62.711,1.0,0.02
960.856,16.0,0.27
329.766,5.0,0.09
18598.206,310.0,5.17
60507.838,1008.0,16.81
50.234,1.0,0.01
2769.081,46.0,0.77
72338.719,1206.0,20.09
8405.988,140.0,2.33
804.788,13.0,0.22
260.338,4.0,0.07
12429.794,207.0,3.45
834.294,14.0,0.23
181.753,3.0,0.05
351.385,6.0,0.1
3611.166,60.0,1.0
506.575,8.0,0.14
556.701,9.0,0.15
322.268,5.0,0.09
545.643,9.0,0.15
1221.544,20.0,0.34
410.88,7.0,0.11
106.874,2.0,0.03
302.317,5.0,0.08
42.856,1.0,0.01
706.506,12.0,0.2
440.585,7.0,0.12
241.141,4.0,0.07
137.551,2.0,0.04
130.644,2.0,0.04
1503.719,25.0,0.42
3325.541,55.0,0.92
291.192,5.0,0.08
644.805,11.0,0.18
391.441,7.0,0.11
828.047,14.0,0.23
138.947,2.0,0.04
2215.425,37.0,0.62
251.254,4.0,0.07
836.565,14.0,0.23
171.636,3.0,0.05
312.708,5.0,0.09
161.752,3.0,0.04
77.663,1.0,0.02
97.084,2.0,0.03
1047.24,17.0,0.29
358.801,6.0,0.1
40485.379,675.0,11.25
241.253,4.0,0.07
648.908,11.0,0.18
73.664,1.0,0.02
1180.997,20.0,0.33
3622.239,60.0,1.01
488.67,8.0,0.14
74823.192,1247.0,20.78
4484.671,75.0,1.25
1533.665,26.0,0.43
4837.85,81.0,1.34
405.573,7.0,0.11
305.966,5.0,0.08
103.067,2.0,0.03
1596.704,27.0,0.44
323.604,5.0,0.09
505.393,8.0,0.14
7798.643,130.0,2.17
65594.934,1093.0,18.22
342.947,6.0,0.1
317.445,5.0,0.09
277.447,5.0,0.08
1553.317,26.0,0.43
67910.706,1132.0,18.86
64.404,1.0,0.02
79456.827,1324.0,22.07
166.293,3.0,0.05
143.239,2.0,0.04
710.405,12.0,0.2
807.086,13.0,0.22
448.583,7.0,0.12
266.829,4.0,0.07
231.574,4.0,0.06
336.094,6.0,0.09
63.237,1.0,0.02
211.627,4.0,0.06
504.168,8.0,0.14
778.363,13.0,0.22
347.246,6.0,0.1
290.371,5.0,0.08
315.915,5.0,0.09
692.467,12.0,0.19
188.793,3.0,0.05
206.814,3.0,0.06
12113.769,202.0,3.36
442.11,7.0,0.12
2860.139,48.0,0.79
2158.006,36.0,0.6
76338.797,1272.0,21.21
392.127,7.0,0.11
806.705,13.0,0.22
10039.133,167.0,2.79
174.806,3.0,0.05
162.316,3.0,0.05
85235.627,1421.0,23.68
233.146,4.0,0.06
2009.465,33.0,0.56
187.849,3.0,0.05
272.94,5.0,0.08
0.0,0.0,0.0
42.733,1.0,0.01
1137.174,19.0,0.32
478.528,8.0,0.13
417.118,7.0,0.12
845.382,14.0,0.23
0.0,0.0,0.0
484.386,8.0,0.13
1631.397,27.0,0.45
267.051,4.0,0.07
32881.747,548.0,9.13
155.844,3.0,0.04
2748.185,46.0,0.76
597.695,10.0,0.17
158.176,3.0,0.04
75350.29,1256.0,20.93
1564.676,26.0,0.43
67.35,1.0,0.02
6614.492,110.0,1.84
242.913,4.0,0.07
40146.262,669.0,11.15
311.64,5.0,0.09
45.059,1.0,0.01
1468.807,24.0,0.41
1059.066,18.0,0.29
6015.073,100.0,1.67
231.617,4.0,0.06
260.121,4.0,0.07
402.749,7.0,0.11
245.137,4.0,0.07
68959.43,1149.0,19.16
181.619,3.0,0.05
307.46,5.0,0.09
521.345,9.0,0.14
104.293,2.0,0.03
573.891,10.0,0.16
250.848,4.0,0.07
392.672,7.0,0.11
264.405,4.0,0.07
275.539,5.0,0.08
171.295,3.0,0.05
73.537,1.0,0.02
1731.296,29.0,0.48
20653.59,344.0,5.74
133.185,2.0,0.04
850.795,14.0,0.24
172.22,3.0,0.05
0.016,0.0,0.0
69.239,1.0,0.02
528.499,9.0,0.15
98.755,2.0,0.03
8166.98,136.0,2.27
76444.741,1274.0,21.23
66990.271,1117.0,18.61
270.195,5.0,0.08
26.807,0.0,0.01
10473.855,175.0,2.91
588.067,10.0,0.16
74.844,1.0,0.02
207.078,3.0,0.06
26.943,0.0,0.01
341.978,6.0,0.09
